benchmark,source_row,hull,speed_case,omega_e_sqrt_l_over_g,coefficient,force_assembly_route,route_order,route_matches_current_default,equation_basis,candidate_source_column,reference_value,candidate_value,current_default_value,abs_error,rel_error,tolerance,near_zero_abs_tolerance,effective_abs_tolerance,candidate_gate_error_ratio,current_default_gate_error_ratio,gate_ratio_delta_vs_current,candidate_status,raw_to_reference_raw_ratio,matched_force_assembly_route,matched_actual_force_assembly_route,candidate_default_gate_eligible,candidate_exclusion_reason,gate_role,path_diagnostic_status
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,2.0,A33,current_hybrid_pressure_gradient_plus_end,0,True,Eq.30 time pressure + Eq.31 direct pressure-gradient + Eq.32 end contour.,matched_candidate_time_plus_pressure_gradient_plus_end_value,1.07,1.0181504124660368,1.0181504124660368,0.05184958753396329,0.04845755844295634,0.15,0.0,0.1605,0.323050389619709,0.323050389619709,0.0,PASS,0.6175869150214424,eq32_stokes_body_plus_end,eq32_stokes_body_plus_end,false,diagnostic-only force assembly route; no route can replace the default until the complete Ma 2005 eight-row Gate 1 and Eq.31/Eq.32 identity close under one traced formula.,diagnostic_force_assembly_route_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,2.0,A33,eq31_pressure_gradient_only,1,False,Eq.31 direct pressure-gradient route without Eq.32 end contour.,matched_candidate_time_plus_pressure_gradient_value,1.07,0.6608179990729434,1.0181504124660368,0.4091820009270567,0.38241308497855764,0.15,0.0,0.1605,2.5494205665237177,0.323050389619709,2.226370176904009,FAIL,0.6175869150214424,eq32_stokes_body_plus_end,eq32_stokes_body_plus_end,false,diagnostic-only force assembly route; no route can replace the default until the complete Ma 2005 eight-row Gate 1 and Eq.31/Eq.32 identity close under one traced formula.,diagnostic_force_assembly_route_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,2.0,A33,eq32_stokes_body_plus_end,2,False,Eq.32 Stokes body forward-speed term plus end contour.,matched_candidate_time_plus_stokes_body_plus_end_value,1.07,1.0181504124660368,1.0181504124660368,0.05184958753396329,0.04845755844295634,0.15,0.0,0.1605,0.323050389619709,0.323050389619709,0.0,PASS,0.9515424415570437,eq32_stokes_body_plus_end,eq32_stokes_body_plus_end,false,diagnostic-only force assembly route; no route can replace the default until the complete Ma 2005 eight-row Gate 1 and Eq.31/Eq.32 identity close under one traced formula.,diagnostic_force_assembly_route_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,2.0,A33,eq32_stokes_body_only,3,False,Eq.32 Stokes body forward-speed term without end contour.,matched_candidate_time_plus_stokes_body_value,1.07,1.0181504124660368,1.0181504124660368,0.05184958753396329,0.04845755844295634,0.15,0.0,0.1605,0.323050389619709,0.323050389619709,0.0,PASS,0.9515424415570437,eq32_stokes_body_plus_end,eq32_stokes_body_plus_end,false,diagnostic-only force assembly route; no route can replace the default until the complete Ma 2005 eight-row Gate 1 and Eq.31/Eq.32 identity close under one traced formula.,diagnostic_force_assembly_route_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,2.0,A33,eq31_pressure_gradient_plus_row_measure_transport,4,False,Eq.31 direct pressure-gradient plus the product-rule row-measure geometry-transport term.,matched_candidate_time_plus_pressure_gradient_plus_row_measure_transport_value,1.07,0.9818747505156677,1.0181504124660368,0.08812524948433231,0.08236004624703953,0.15,0.0,0.1605,0.5490669749802636,0.323050389619709,0.22601658536055458,PASS,0.9176399537529605,eq32_stokes_body_plus_end,eq32_stokes_body_plus_end,false,diagnostic-only force assembly route; no route can replace the default until the complete Ma 2005 eight-row Gate 1 and Eq.31/Eq.32 identity close under one traced formula.,diagnostic_force_assembly_route_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,2.0,A33,eq31_pressure_gradient_minus_row_measure_transport,5,False,Eq.31 direct pressure-gradient minus the product-rule row-measure geometry-transport term.,matched_candidate_time_plus_pressure_gradient_minus_row_measure_transport_value,1.07,0.339761247630219,1.0181504124660368,0.7302387523697811,0.6824661237100758,0.15,0.0,0.1605,4.549774158067172,0.323050389619709,4.226723768447463,FAIL,0.31753387628992424,eq32_stokes_body_plus_end,eq32_stokes_body_plus_end,false,diagnostic-only force assembly route; no route can replace the default until the complete Ma 2005 eight-row Gate 1 and Eq.31/Eq.32 identity close under one traced formula.,diagnostic_force_assembly_route_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,2.0,A33,eq31_pressure_gradient_plus_row_measure_transport_plus_end,6,False,Mixed diagnostic: Eq.31 direct pressure-gradient plus row-measure geometry transport plus Eq.32 end contour.,matched_candidate_time_plus_pressure_gradient_plus_row_measure_transport_plus_end_value,1.07,0.9818747505156677,1.0181504124660368,0.08812524948433231,0.08236004624703953,0.15,0.0,0.1605,0.5490669749802636,0.323050389619709,0.22601658536055458,PASS,0.9176399537529605,eq32_stokes_body_plus_end,eq32_stokes_body_plus_end,false,diagnostic-only force assembly route; no route can replace the default until the complete Ma 2005 eight-row Gate 1 and Eq.31/Eq.32 identity close under one traced formula.,diagnostic_force_assembly_route_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,2.0,A33,eq31_pressure_gradient_minus_row_measure_transport_plus_end,7,False,Mixed diagnostic: Eq.31 direct pressure-gradient minus row-measure geometry transport plus Eq.32 end contour.,matched_candidate_time_plus_pressure_gradient_minus_row_measure_transport_plus_end_value,1.07,0.339761247630219,1.0181504124660368,0.7302387523697811,0.6824661237100758,0.15,0.0,0.1605,4.549774158067172,0.323050389619709,4.226723768447463,FAIL,0.31753387628992424,eq32_stokes_body_plus_end,eq32_stokes_body_plus_end,false,diagnostic-only force assembly route; no route can replace the default until the complete Ma 2005 eight-row Gate 1 and Eq.31/Eq.32 identity close under one traced formula.,diagnostic_force_assembly_route_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,2.0,A33,all_terms_pressure_gradient_stokes_end,8,False,Diagnostic over-counting route: Eq.31 direct gradient and Eq.32 Stokes/end terms together.,matched_candidate_all_terms_value,1.07,0.6608179990729434,1.0181504124660368,0.4091820009270567,0.38241308497855764,0.15,0.0,0.1605,2.5494205665237177,0.323050389619709,2.226370176904009,FAIL,0.6175869150214424,eq32_stokes_body_plus_end,eq32_stokes_body_plus_end,false,diagnostic-only force assembly route; no route can replace the default until the complete Ma 2005 eight-row Gate 1 and Eq.31/Eq.32 identity close under one traced formula.,diagnostic_force_assembly_route_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.23,A33,current_hybrid_pressure_gradient_plus_end,0,True,Eq.30 time pressure + Eq.31 direct pressure-gradient + Eq.32 end contour.,matched_candidate_time_plus_pressure_gradient_plus_end_value,0.941,0.8954918095166653,0.8954918095166653,0.045508190483334654,0.04836152017357562,0.15,0.0,0.14115,0.3224101344905041,0.3224101344905041,0.0,PASS,0.6446297193771006,eq32_stokes_body_plus_end,eq32_stokes_body_plus_end,false,diagnostic-only force assembly route; no route can replace the default until the complete Ma 2005 eight-row Gate 1 and Eq.31/Eq.32 identity close under one traced formula.,diagnostic_force_assembly_route_candidate_not_hard_gate,INFO
