panel_index,mid_xi,mid_eta,panel_length,kinematic_residual_midpoint,kinematic_residual_left,kinematic_residual_right,kinematic_integral_panel_linear_exact
0,4.325316330728768,0.422463291842488,0.00370714924018149,-0.053631288389357934,-0.21879053612781085,0.11152795934909765,4.4370279073172974e-05
1,4.326522321768449,0.41892700330105925,0.0037672582491955747,-0.01099495085491764,0.06699145881395552,-0.08898136052378902,8.092757523034289e-06
2,4.327746399584715,0.4153329315859339,0.003828110808674147,-0.045355603947152545,-0.04592936678964232,-0.04478184110466277,7.875344762570299e-06
3,4.329147210671275,0.41173823247775443,0.003889712273289794,-0.0038409108728902908,0.0068669591497076965,-0.014548780895488278,2.0604618786450317e-07
4,4.330751629288045,0.40816235774905957,0.003952067370809917,0.05262374133924297,0.06463646116568977,0.04061102151279883,1.1134396389829035e-05
5,4.332560138465805,0.40461392853133293,0.0040151819306982126,0.07658902134811907,0.10900015575702593,0.04417788693921221,2.4958526411781773e-05
6,4.334536089685817,0.4010826707907253,0.004079060366521517,0.06904193745173348,0.10597525049448997,0.03210862440897788,2.1298728034797435e-05
7,4.336663139397327,0.3975648991755341,0.00414370829847237,0.05682868863689139,0.09361888951204822,0.020038487761733226,1.5251634476427904e-05
8,4.338938874040319,0.3940636345977294,0.004209130453048303,0.05060764736737955,0.08643289504115392,0.014782399693605175,1.2580880870410967e-05
9,4.341363811617282,0.39058345189258525,0.004275332014777841,0.04681022131778079,0.08330163490570675,0.010318807729855273,1.1265804440866067e-05
10,4.343934691275594,0.3871262299102982,0.0043423179415457355,0.0419224187840026,0.07859921377310686,0.005245623794898346,9.578653839918074e-06
11,4.346648344574566,0.38369356290800205,0.004410093143938727,0.038511594451668074,0.07488590732530387,0.0021372815780327237,8.485782682291046e-06
12,4.349502550042558,0.3802873687553327,0.004478662618871911,0.03565114021432958,0.07190467570997372,-0.0006023952813154487,7.654527414411206e-06
13,4.352494536476829,0.37690880861959286,0.004548031202149549,0.03310606540083416,0.06901774831188234,-0.0028056175102153524,6.93981605260053e-06
14,4.355621833511016,0.3735589586587892,0.004618203779337965,0.031238176479440938,0.06665918570241613,-0.004182832743533371,6.437959108835327e-06
15,4.358882307488912,0.3702388917253231,0.004689185143395376,0.030109148559363863,0.0650195529976978,-0.004801255878970068,6.155991671441539e-06
16,4.362273784537397,0.366949343545641,0.004760980092299248,0.029187542482101314,0.06358443392016033,-0.00520934895595726,5.933584174957023e-06
17,4.365793972417476,0.36369062495986254,0.004833593351802595,0.028307792348611027,0.06213803860686751,-0.005522453909646341,5.717301315608379e-06
18,4.369440633782541,0.36046278100613927,0.004907029617646016,0.027288368990939116,0.06053884407819066,-0.005962106096311981,5.462438863894328e-06
19,4.373211526816653,0.35726552285537416,0.004981293569347838,0.025875457365751586,0.058508553181692236,-0.006757638450189507,5.103396405835168e-06
20,4.3771044488675415,0.35409827456968634,0.005056389772213347,0.02390281619347423,0.05598156153338296,-0.008175929146434946,4.623360161969523e-06
21,4.38111691333788,0.35095974700859844,0.005132322850985103,0.02034808698768087,0.05187405354814745,-0.011177879572786154,3.825326368706399e-06
22,4.3852465319286065,0.3478484104706764,0.005209097308375862,0.01611060124364494,0.04683850414394408,-0.014617301656654202,2.9915124103259035e-06
23,4.389492211206379,0.34476414452931875,0.005286717611936746,0.013247954105976234,0.043030562558031615,-0.016534654346080035,2.4909755680684706e-06
24,4.393853868610233,0.34170805455985476,0.005365188209307544,0.012065695554110079,0.04102926204135926,-0.016897870933140435,2.28133384471859e-06
25,4.398330975695105,0.3386805145855649,0.005444513448063705,0.01075398868199473,0.03914917676529939,-0.017641199401310814,2.092928180389635e-06
26,4.402921813180081,0.3356799506635463,0.005524697734323727,0.007582828257629792,0.035365981722616624,-0.020200325207357483,1.7391775531545685e-06
27,4.407625019436958,0.3327050769458376,0.005605745335174875,0.004939074994409154,0.031820540708203726,-0.021942390719385862,1.487010996772461e-06
28,4.412440971188978,0.3297571744684667,0.005687660363496674,0.004881309511322485,0.030962887358259472,-0.021200268335615835,1.4251954501677377e-06
29,4.41736980029604,0.3268370601534891,0.005770447196649595,0.004510235647742,0.030025753928423438,-0.021005282632939437,1.3696509378849953e-06
30,4.422410370870795,0.3239433195593126,0.005854109809791826,0.0028927950661108426,0.027838212895647807,-0.022052622763425678,1.2632752558381672e-06
31,4.4275615087535405,0.3210742250111823,0.00593865236556192,0.0004496427249671697,0.02476317847175613,-0.023863893021820903,1.1714081984367785e-06
32,4.432822627306114,0.31822887222427443,0.006024078832781871,-0.0017932232877329035,0.021860550420700342,-0.02544699699616615,1.142864059375964e-06
33,4.438193548807691,0.3154069450959548,0.006110393178848965,-0.0038954843792318172,0.01916179192955525,-0.026952760688018884,1.1755630363690916e-06
34,4.443673906196601,0.3126076318042344,0.006197599351334124,-0.0065584368054407705,0.015927676984866856,-0.029044550595748397,1.3111322907561947e-06
35,4.449263337590731,0.30982998696978425,0.006285701140311855,-0.009292920612333333,0.012603216146864327,-0.031189057371531437,1.54736346501563e-06
36,4.454961810047548,0.30707358355002434,0.006374702375476566,-0.01180629564801361,0.0095139295093003,-0.033126520805327075,1.8544388537849475e-06
37,4.460769408903179,0.3043381322936823,0.006464606748477789,-0.01420652879792561,0.006582316071113592,-0.03499537366696437,2.236005015556232e-06
38,4.466686084036716,0.3016229507577459,0.0065554179478049136,-0.016985509751949568,0.003292904165530075,-0.03726392366942921,2.7898475496728986e-06
39,4.472711949705336,0.29892761471451634,0.00664713959649527,-0.019266829906301908,0.00042396125539490015,-0.03895762106799827,3.3265819727955857e-06
40,4.478848131618411,0.29625393584670157,0.006739775191200131,-0.01880090257233835,0.0002520728215720247,-0.037853877966248284,3.197883329534655e-06
41,4.485096409857967,0.29360532826198105,0.006833328192727341,-0.015757112282942298,0.0027683268582614495,-0.03428255142414627,2.478338022946969e-06
42,4.491457673340267,0.29098323574249296,0.0069278020688820705,-0.012876900318282036,0.005249280417807034,-0.031003081054370885,1.9074597169314257e-06
43,4.497931569844382,0.28838607077217226,0.007023200162814221,-0.011667249285385095,0.006098329490047183,-0.029432828060817817,1.694908677310716e-06
44,4.5045171853579795,0.2858106150538937,0.007119525618508091,-0.012809564170139343,0.0046524113610739715,-0.030271539701352435,1.8918368755936418e-06
45,4.511213232613828,0.2832523571267387,0.007216781865984831,-0.01711159341678381,-3.1099992778838015e-05,-0.03419208684078834,2.8149373844902966e-06
46,4.518019897212833,0.28071040874771447,0.007314971913541555,-0.018848792945453274,-0.002387233385758414,-0.03531035250514769,3.2595854496469377e-06
47,4.524940400975481,0.278192099685728,0.007414098773901744,-0.013269010232931144,0.002571664438751897,-0.029109684904614408,1.9255078614913584e-06
48,4.531978129265115,0.2757056657576925,0.007514165459272177,-0.0043072789062479355,0.011173614145388866,-0.019788171957884737,7.396844399563776e-07
49,4.5391335188918305,0.27325137502761543,0.007615175079291712,0.0016653196390237213,0.016926341361320985,-0.013595702083273542,6.123074237484043e-07
50,4.546405028678379,0.27082358068217993,0.0077171302403188655,0.003637656901136488,0.018648751789541063,-0.011373437987268309,6.817585859094397e-07
51,4.553791254652771,0.2684165415623031,0.007820033892897085,0.0027418545367412506,0.017439444434486084,-0.011955735361003361,6.218815423195125e-07
52,4.561291814897974,0.2660272496442305,0.00792388862456555,0.0013965054210987038,0.01573663394821878,-0.012943623106021152,5.586076514669403e-07
53,4.568907249901201,0.2636553844483612,0.008028697120845031,0.0004904649019514817,0.014483539190647932,-0.013502609386745412,5.25954048656703e-07
54,4.576638295596077,0.26130119312013816,0.008134461921333606,-0.00019235810826390143,0.013473474803725516,-0.01385819102025354,5.066847711433355e-07
55,4.584485619646238,0.2589646715473565,0.008241185493278248,-0.0007635392254723428,0.01258691354397068,-0.01411399199491492,4.94425983271724e-07
56,4.592449875706112,0.2566457284152091,0.00834887022774402,-0.0012418597189176594,0.011804930274476044,-0.014288649712311363,4.865871175366641e-07
57,4.600531708725816,0.2543441959329043,0.008457518443240905,-0.0017128422261785126,0.011040349044822095,-0.01446603349717912,4.833341349161352e-07
58,4.608731779675846,0.2520599160622504,0.00856713237572442,-0.002093433604805739,0.010371513159719514,-0.014558380369330548,4.812509239881348e-07
59,4.617050812030396,0.24979291248595475,0.008677714170042672,-0.0022850305203536703,0.009904806921497311,-0.014474867962204652,4.751228723846268e-07
60,4.625489440660474,0.24754283549256945,0.00878926588312123,-0.002808591444352526,0.009128281505728753,-0.014745464394433805,4.867890773489514e-07
61,4.634048101866911,0.24530851783518123,0.008901789560488786,-0.004010320384931321,0.007669316393337899,-0.01568995716320054,5.479405292180181e-07
62,4.6427275107364245,0.24308979123096763,0.0090152870395432,-0.004472482959085422,0.006932350617649741,-0.01587731653582014,5.712072055961643e-07
63,4.651528897716058,0.24088849653422253,0.00912976016926846,-0.003528091025529756,0.0076118376206868454,-0.014668019671745913,4.913037070347931e-07
64,4.660453483960799,0.23870651240712593,0.009245210688643691,-0.001873206608740352,0.009028348723657986,-0.012774761941138912,3.986862057363839e-07
65,4.669502038185208,0.23654391328616042,0.00936164023332261,-0.0007295859965452678,0.009960882229158141,-0.011420054222248455,3.6161831234415165e-07
66,4.678674758002354,0.23439830043163162,0.009479050395735825,-0.0013863216297900216,0.009114936303073806,-0.01188757956265385,3.6665624510191586e-07
67,4.687971342728174,0.23226491786428777,0.009597442584428729,-0.004837648736086164,0.005491621878064734,-0.015166919350237285,5.659367710756546e-07
68,4.697391301876663,0.23013787601004007,0.00971681830532585,-0.011049253042811902,-0.0009182161738749972,-0.02118028991174903,1.5187253775897007e-06
69,4.7069352380865155,0.22801592005661392,0.009837178734525815,-0.015391347573393332,-0.005511113727311612,-0.025271581419475275,2.6504630740923558e-06
70,4.716605472049373,0.2259055693348792,0.009958525146741995,-0.014976123181162704,-0.005360486586041269,-0.02459175977628414,2.5404637940350225e-06
71,4.726404905855254,0.22381639958351918,0.010080858641154669,-0.009955340497903142,-0.0005824142919528263,-0.01932826670385368,1.2943088573442787e-06
72,4.736335891173713,0.22175596341342785,0.010204180247088478,-0.0023787514676139043,0.006796930118764921,-0.011554433053993174,3.4411389769668664e-07
73,4.74639959467256,0.21972649785793208,0.010328490885833978,0.004587765188608373,0.013614745456170141,-0.004439215078953396,4.979335883125055e-07
74,4.756595920666181,0.21772395851435844,0.010453791465858715,0.00821994137897697,0.017112658425523453,-0.0006727756675697361,9.818992829591755e-07
75,4.766924225547065,0.21574111379687874,0.010580082664354635,0.008439457955042196,0.017184517599055482,-0.00030560168897086903,1.0232682825263545e-06
76,4.7773841264269965,0.2137715886298637,0.010707365174143727,0.006320740138739733,0.014905593190048805,-0.002264112912568894,6.908212469865114e-07
77,4.787975760748889,0.21181141237496398,0.010835639550268554,0.0031359335203109406,0.011553638865982041,-0.005281771825359938,3.624882632646391e-07
78,4.798699779751818,0.2098592041786145,0.01096490626722781,1.6029014110463535e-05,0.008264592597385212,-0.00823253456916384,2.4868250972346616e-07
79,4.80955723766738,0.20791574647181704,0.011095165684729243,-0.0022449498517196353,0.00583497314784065,-0.010324872851279698,2.973672872097408e-07
80,4.820549470225144,0.20598344846212002,0.01122641812913075,-0.0030602611981116468,0.004851483333988993,-0.010972005730212508,3.393794748828133e-07
81,4.831677935732605,0.20406554509810654,0.011358663675987389,-0.0023852289998027576,0.005374365797692571,-0.010144823797297864,2.9259638799068696e-07
82,4.84294365896638,0.20216285471549988,0.011491902540137417,-0.0024053869901923264,0.0052186607251341055,-0.010029434705519202,2.8915068367164986e-07
83,4.854347246927864,0.2002737325268369,0.011626134629927428,-0.003048090002773951,0.004433803099577305,-0.010529983105125207,3.2495543265290016e-07
84,4.865889629610097,0.19839842346879596,0.01176135985064779,-0.0027804262575246153,0.004552699198182464,-0.010113551713231694,3.017456826141929e-07
85,4.877572113245795,0.19653952229810007,0.011897577985387929,-0.001192871326502365,0.005998002615142051,-0.00838374526814667,2.219988669597514e-07
86,4.889395861171897,0.194698835330761,0.012034788749810496,0.0005991352576051323,0.007662908783140909,-0.006464638267930534,2.0448624712104216e-07
87,4.901361467082951,0.19287452227541244,0.0121729916898297,0.0006993562501026451,0.007653677169242257,-0.0062549646690369665,2.0219289263217824e-07
88,4.913468853799685,0.1910601359717061,0.012312186369990551,-0.002661175438275487,0.0041834950284067585,-0.009505845904957955,2.794664301477621e-07
89,4.925718094049793,0.18924993873785373,0.012452372136888228,-0.0070145064021032155,-0.00029825282940987297,-0.01373075997479678,7.999319277923019e-07
90,4.938110403328719,0.187445782683466,0.012593548260963957,-0.008715166841640976,-0.0021348093179616168,-0.015295524365320334,1.1383035596418026e-06
91,4.950647539339181,0.1856533537222313,0.012735713960733053,-0.00843237833740218,-0.001974135876113503,-0.014890620798691079,1.0826371859047975e-06
92,4.9633308113807875,0.1838754307623639,0.01287886834507369,-0.007875971038949547,-0.001530154448397547,-0.014221787629501326,9.717627658355195e-07
93,4.976161192190663,0.182112521379604,0.01302301035749632,-0.007161821528472778,-0.0009269126984138287,-0.01339673035853206,8.367247296804459e-07
94,4.989139646595371,0.18036509986197397,0.013168138912522973,-0.006216766748922575,-9.140779252425624e-05,-0.012342125705321005,6.736143410530015e-07
95,5.0022672043235215,0.17863415771550714,0.013314252783388193,-0.004733467271702763,0.0012826995980428357,-0.010749634141448472,4.5894851138348995e-07
96,5.01554497251128,0.17692134080441868,0.013461350638502128,-0.002549245781248599,0.0033606775321213256,-0.008459169094618302,2.442030607097671e-07
97,5.028974004025539,0.17522795806374117,0.013609431072588926,-0.00010853081228667794,0.005699449601955675,-0.00591651122652892,1.5318763504667565e-07
98,5.042555233328255,0.17355444326614963,0.013758492547920045,0.002360189485533404,0.008068602583378381,-0.003348223612311352,2.2608626056638668e-07
99,5.056289534118999,0.17190074920679618,0.01390853343244076,0.004723711287901167,0.010335712006274811,-0.0008882894304723665,4.5636168554706096e-07
100,5.0701776765097755,0.17026593166142195,0.014059551989521416,0.006467077519870967,0.01198699031849948,0.000947164721242677,7.308094773457294e-07
101,5.084220242809039,0.16864734392961084,0.014211546395412526,0.006900545880276443,0.012331619491059542,0.0014694722694935658,8.16449365461838e-07
102,5.098417620130846,0.16704044621194228,0.01436451467050601,0.005414150808328522,0.010760206125987382,6.809549066977283e-05,5.57914850016057e-07
103,5.112770022159809,0.16543890068963957,0.014518454817735855,0.0014352548283637079,0.006693933104237715,-0.003823423447510521,1.637370354023955e-07
104,5.127277970458874,0.1638389220861155,0.014673364641718282,-0.0025664375224752067,0.002600236894334307,-0.00773311193928472,2.2721377051081486e-07
105,5.141942715120463,0.16224328282333542,0.014829241894383042,-0.004432564338956446,0.0006419318988152289,-0.009507060576728121,4.186462652328744e-07
106,5.156765809251446,0.16065769838924682,0.014986084218495403,-0.004334574539819336,0.0006518129164315711,-0.009320961996070354,4.057715544953402e-07
107,5.171748643059933,0.15908663346047824,0.015143889143353594,-0.0030606219514024424,0.0018417097623028011,-0.007962953665107464,2.6317593925863737e-07
108,5.186892370981704,0.1575325380715809,0.01530265409438466,-0.0012754414745576037,0.0035465338940657842,-0.006097416843181103,1.4349655459718353e-07
109,5.202197919505982,0.15599576003953258,0.015462376384880188,0.0002212700917080257,0.004967228621945874,-0.0045246884385298225,1.1684919757156524e-07
110,5.217665963896351,0.15447412518093165,0.01562305324353287,0.0005318753965898315,0.00520428157038888,-0.004140530777209328,1.181105625145971e-07
111,5.233297066802422,0.15296418749871415,0.01578468177019784,-0.0002588878718234877,0.004339342688495007,-0.0048571184321418714,1.1230692205378415e-07
112,5.249091950317149,0.15146401608400817,0.01594725897001936,-0.001180868525405776,0.003342259220076138,-0.005703996270887801,1.3099097667884336e-07
113,5.265051595764101,0.1499743750642784,0.01611078173667288,-0.001405734579592921,0.0030428828175578237,-0.005854351976743777,1.3811486341670789e-07
