component,sigma,omega_rad_s,motion_dof,coefficient,value_dimensional,value_nondimensional,harmonic_fit_residual_nrmse,restoring_matrix_is_zero,restoring_subtraction,restoring_matrices_sha256,target_identifier,beam_m,deadrise_deg,trim_deg,fn_b,mean_wetted_length_over_b,lcg_from_transom_m,rho_water_kg_m3,gravity_m_s2,matrix_coordinate_contract,response_calibration_used
bem,1.4,7.774541989381373,heave,A33,-105.4605521050708,-3.2795078943203797,0.011375177247479317,True,zero_diagnostic_only,ec96299b1ed27c871d4ba51a06e23db3c30063004c1e9dde72609ad1fcb30bab,sun2007_troesch_prismatic_planing_hull,0.318,20.0,4.0,2.5,3.0,0.46746,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
bem,1.4,7.774541989381373,heave,A53,13.883833955643343,1.357690975026414,0.0376769236200482,True,zero_diagnostic_only,ec96299b1ed27c871d4ba51a06e23db3c30063004c1e9dde72609ad1fcb30bab,sun2007_troesch_prismatic_planing_hull,0.318,20.0,4.0,2.5,3.0,0.46746,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
bem,1.4,7.774541989381373,heave,B33,597.2506806502406,3.344479325376027,0.011375177247479317,True,zero_diagnostic_only,ec96299b1ed27c871d4ba51a06e23db3c30063004c1e9dde72609ad1fcb30bab,sun2007_troesch_prismatic_planing_hull,0.318,20.0,4.0,2.5,3.0,0.46746,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
bem,1.4,7.774541989381373,heave,B53,-45.26900155871386,-0.7971602931189221,0.0376769236200482,True,zero_diagnostic_only,ec96299b1ed27c871d4ba51a06e23db3c30063004c1e9dde72609ad1fcb30bab,sun2007_troesch_prismatic_planing_hull,0.318,20.0,4.0,2.5,3.0,0.46746,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
front,1.4,7.774541989381373,heave,A33,-6.8062861255110185,-0.21165515099312093,0.09730866828936248,True,zero_diagnostic_only,ec96299b1ed27c871d4ba51a06e23db3c30063004c1e9dde72609ad1fcb30bab,sun2007_troesch_prismatic_planing_hull,0.318,20.0,4.0,2.5,3.0,0.46746,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
front,1.4,7.774541989381373,heave,A53,-5.303265552749747,-0.5186028442964881,0.07963193815388517,True,zero_diagnostic_only,ec96299b1ed27c871d4ba51a06e23db3c30063004c1e9dde72609ad1fcb30bab,sun2007_troesch_prismatic_planing_hull,0.318,20.0,4.0,2.5,3.0,0.46746,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
front,1.4,7.774541989381373,heave,B33,37.90144595090601,0.21224019744381856,0.09730866828936248,True,zero_diagnostic_only,ec96299b1ed27c871d4ba51a06e23db3c30063004c1e9dde72609ad1fcb30bab,sun2007_troesch_prismatic_planing_hull,0.318,20.0,4.0,2.5,3.0,0.46746,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
front,1.4,7.774541989381373,heave,B53,23.593655765865943,0.41547029752071685,0.07963193815388517,True,zero_diagnostic_only,ec96299b1ed27c871d4ba51a06e23db3c30063004c1e9dde72609ad1fcb30bab,sun2007_troesch_prismatic_planing_hull,0.318,20.0,4.0,2.5,3.0,0.46746,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
longitudinal_bin_aft_post_chine,1.4,7.774541989381373,heave,A33,-52.912495662200975,-1.6454204322721098,0.011261814681298273,True,zero_diagnostic_only,ec96299b1ed27c871d4ba51a06e23db3c30063004c1e9dde72609ad1fcb30bab,sun2007_troesch_prismatic_planing_hull,0.318,20.0,4.0,2.5,3.0,0.46746,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
longitudinal_bin_aft_post_chine,1.4,7.774541989381373,heave,A53,19.288745506142455,1.8862337144723806,0.012183335523375789,True,zero_diagnostic_only,ec96299b1ed27c871d4ba51a06e23db3c30063004c1e9dde72609ad1fcb30bab,sun2007_troesch_prismatic_planing_hull,0.318,20.0,4.0,2.5,3.0,0.46746,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
longitudinal_bin_aft_post_chine,1.4,7.774541989381373,heave,B33,210.88930437125362,1.1809361483601781,0.011261814681298273,True,zero_diagnostic_only,ec96299b1ed27c871d4ba51a06e23db3c30063004c1e9dde72609ad1fcb30bab,sun2007_troesch_prismatic_planing_hull,0.318,20.0,4.0,2.5,3.0,0.46746,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
longitudinal_bin_aft_post_chine,1.4,7.774541989381373,heave,B53,-74.31043601993589,-1.3085627453615525,0.012183335523375789,True,zero_diagnostic_only,ec96299b1ed27c871d4ba51a06e23db3c30063004c1e9dde72609ad1fcb30bab,sun2007_troesch_prismatic_planing_hull,0.318,20.0,4.0,2.5,3.0,0.46746,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
