benchmark,candidate_name,candidate_order,known_potential_rhs_scale,unknown_normal_column_scale,row_count,pass_count,fail_count,pass_fraction,median_gate_error_ratio,max_gate_error_ratio,median_gate_ratio_delta_vs_current,max_gate_ratio_delta_vs_current,improved_row_count,worsened_row_count,median_heave_free_surface_potential_norm_max,median_heave_inner_free_surface_normal_derivative_norm_max,median_selected_body_pressure_to_body_potential_gain_max,max_abs_selected_pressure_gradient_component_value,candidate_gate_status,gate_role,path_diagnostic_status
ma2005_wigley_iii_coefficients,known_phi_free_rhs_removed,1,0.0,1.0,8,2,6,0.25,3.276886976781672,14.583851224415701,-226.14548726401262,-62.15539295635195,8,0,44.10657523934866,6.800779040562459,105399.46315974527,0.3160613123255835,FAIL,diagnostic_inner_free_surface_block_coupling_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,known_phi_free_rhs_one_over_2pi,6,0.15915494309189535,1.0,8,1,7,0.125,33.877862465412306,243.8893698387229,-198.55543102059622,-73.83300696505135,8,0,52.89551295439591,207.7529614567457,105696.75163646828,11.047864159467036,FAIL,diagnostic_inner_free_surface_block_coupling_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,unknown_phi_n_free_column_2pi,10,1.0,6.283185307179586,8,1,7,0.125,33.87786246541233,243.8893698387229,-198.55543102059622,-73.83300696505135,8,0,8.418582354073495,33.06491075782111,105696.75163646828,11.04786415946704,FAIL,diagnostic_inner_free_surface_block_coupling_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,current_default,0,1.0,1.0,8,0,8,0.0,232.43329348600855,1729.5189609406789,0.0,0.0,0,0,75.31370737657608,1602.2598427878547,107265.65008565558,75.24479864563936,FAIL,diagnostic_inner_free_surface_block_coupling_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,both_free_blocks_one_over_2pi,8,0.15915494309189535,0.15915494309189535,8,0,8,0.0,232.43329348600844,1729.5189609406793,0.0,4.547473508864641e-13,2,3,473.2099796177256,10067.29550248852,107265.6500856556,75.24479864563932,FAIL,diagnostic_inner_free_surface_block_coupling_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,both_free_blocks_2pi,11,6.283185307179586,6.283185307179586,8,0,8,0.0,232.43329348600855,1729.51896094068,1.4210854715202004e-14,1.1368683772161603e-12,2,4,11.986548811558624,255.00757409733018,107265.6500856556,75.24479864563938,FAIL,diagnostic_inner_free_surface_block_coupling_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,unknown_phi_n_free_column_one_over_2pi,7,1.0,0.15915494309189535,8,0,8,0.0,877.8045594186241,3350.915711396096,637.6649235207556,1621.396750455417,0,8,450.2298307555659,109711.19376708695,117056.4164518818,182.28776117645802,FAIL,diagnostic_inner_free_surface_block_coupling_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,known_phi_free_rhs_2pi,9,6.283185307179586,1.0,8,0,8,0.0,877.8045594186245,3350.9157113961105,637.6649235207572,1621.3967504554316,0,8,71.65630309217588,17461.07880054467,117056.41645188179,182.28776117645901,FAIL,diagnostic_inner_free_surface_block_coupling_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,known_phi_free_rhs_flipped,2,-1.0,1.0,8,0,8,0.0,494384656.80597126,1448441364.6949759,494384457.3266527,1448439635.176015,0,8,402912168.5773636,15768780781.739504,128299.78850466045,46619424.12515604,FAIL,diagnostic_inner_free_surface_block_coupling_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,unknown_phi_n_free_column_flipped,4,1.0,-1.0,8,0,8,0.0,494384656.80597126,1448441364.6949759,494384457.3266527,1448439635.176015,0,8,402912168.5773636,15768780781.739504,128299.78850466045,46619424.12515604,FAIL,diagnostic_inner_free_surface_block_coupling_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,unknown_phi_n_free_column_removed,3,1.0,0.0,8,0,8,0.0,,,,,0,0,,,,,FAIL,diagnostic_inner_free_surface_block_coupling_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,both_free_blocks_removed,5,0.0,0.0,8,0,8,0.0,,,,,0,0,,,,,FAIL,diagnostic_inner_free_surface_block_coupling_candidate_not_hard_gate,INFO
