case,x,panel,chain_real,chain_imag,pressure_delta_real,pressure_delta_imag
fn167,1.7902623815836317e-05,0,-7.772458945657158e-15,-2.154909914209483e-14,2.642636041523434e-11,7.326693708312243e-11
fn167,1.7902623815836317e-05,1,-4.70221912056494e-15,-1.5081193037053053e-14,1.5987545009920796e-11,5.127605632598038e-11
fn167,1.7902623815836317e-05,2,-3.2470329173064854e-15,-1.3685259567444376e-14,1.103991191884205e-11,4.652988252931088e-11
fn167,1.7902623815836317e-05,3,-1.3658457748540255e-15,-8.57272619942993e-15,4.6438756345036866e-12,2.914726907806176e-11
fn167,1.7902623815836317e-05,4,7.423538743446049e-17,-5.689008982524704e-15,-2.524003172771657e-13,1.9342630540583996e-11
fn167,1.7902623815836317e-05,5,9.335615396151643e-16,-3.554033318662907e-15,-3.1741092346915587e-12,1.2083713283453883e-11
fn167,1.7902623815836317e-05,6,1.3872103380197486e-15,-4.4097681096977e-15,-4.716515149267145e-12,1.499321157297218e-11
fn167,1.7902623815836317e-05,7,1.995371626527996e-15,-4.07542124133365e-15,-6.784263530195187e-12,1.385643222053441e-11
fn167,1.7902623815836317e-05,8,2.8042812043995598e-15,-2.2873426618708335e-15,-9.534556094958504e-12,7.776965050360834e-12
fn167,1.7902623815836317e-05,9,2.7992250210705683e-15,-2.8464438125695896e-15,-9.517365071639932e-12,9.677908962736604e-12
fn167,1.7902623815836317e-05,10,3.4598501058136185e-15,-9.557741273960264e-16,-1.1763490359766304e-11,3.2496320331464896e-12
fn167,1.7902623815836317e-05,11,3.731540764919408e-15,1.3940217661323185e-16,-1.2687238600725987e-11,-4.739674004849883e-13
fn167,1.7902623815836317e-05,12,4.75083211280553e-15,6.533876488611233e-16,-1.61528291835388e-11,-2.221518006127819e-12
fn167,1.7902623815836317e-05,13,4.077629241833153e-15,-3.037756639295321e-16,-1.3863939422232719e-11,1.032837257360409e-12
fn167,1.7902623815836317e-05,14,3.6129636716774855e-15,4.365788556433061e-16,-1.2284076483703451e-11,-1.4843681091872408e-12
fn167,1.7902623815836317e-05,15,5.909907676198181e-15,1.5807893728879345e-15,-2.0093686099073817e-11,-5.374683867818977e-12
fn167,1.7902623815836317e-05,16,5.841441324174667e-15,2.1896821243393236e-15,-1.986090050219387e-11,-7.4449192227537e-12
fn167,1.7902623815836317e-05,17,5.677726895228496e-15,2.176250436583399e-15,-1.9304271443776887e-11,-7.399251484383556e-12
fn167,1.7902623815836317e-05,18,5.132903053634631e-15,2.3542717628553266e-15,-1.7451870382357746e-11,-8.004523993708111e-12
fn167,1.7902623815836317e-05,19,5.655000355228664e-15,2.8749224081600436e-15,-1.9227001207777458e-11,-9.774736187744149e-12
fn167,1.7902623815836317e-05,20,5.423408512729693e-15,2.48155643874379e-15,-1.8439588943280954e-11,-8.437291891728886e-12
fn167,1.7902623815836317e-05,21,6.498855334647432e-15,3.632242077643755e-15,-2.209610813780127e-11,-1.2349623063988767e-11
fn167,1.7902623815836317e-05,22,6.414268318582003e-15,3.4554622756548373e-15,-2.180851228317881e-11,-1.1748571737226447e-11
fn167,1.7902623815836317e-05,23,5.788338190711026e-15,3.317789922118664e-15,-1.9680349848417487e-11,-1.1280485735203458e-11
fn167,1.7902623815836317e-05,24,5.2091287118242524e-15,3.1348017764473815e-15,-1.771103762020246e-11,-1.0658326039921097e-11
fn167,1.7902623815836317e-05,25,7.355765257101242e-15,4.472725342636389e-15,-2.5009601874144223e-11,-1.5207266164963725e-11
fn167,1.7902623815836317e-05,26,6.675132550257145e-15,4.1721087403369526e-15,-2.2695450670874293e-11,-1.4185169717145638e-11
fn167,1.7902623815836317e-05,27,4.679159491042349e-15,2.926111925078895e-15,-1.5909142269543988e-11,-9.948780545268243e-12
fn167,1.7902623815836317e-05,28,3.761479364151722e-15,2.371823317640241e-15,-1.2789029838115855e-11,-8.06419927997682e-12
fn167,1.7902623815836317e-05,29,6.698239507882718e-15,4.2425332197923585e-15,-2.277401432680124e-11,-1.4424612947294018e-11
fn167,1.7902623815836317e-05,30,6.719398694033402e-15,4.255120836735954e-15,-2.2845955559713566e-11,-1.4467410844902244e-11
fn167,1.7902623815836317e-05,31,3.840845186473045e-15,2.4161874470087728e-15,-1.3058873634008352e-11,-8.215037319829828e-12
fn167,1.7902623815836317e-05,32,4.455342859629659e-15,2.8094708064380375e-15,-1.514816572274084e-11,-9.552200741889327e-12
fn167,1.7902623815836317e-05,33,6.392931802529579e-15,4.03565508519134e-15,-2.1735968128600567e-11,-1.3721227289650555e-11
fn167,1.7902623815836317e-05,34,5.978887922842047e-15,3.7404820514715214e-15,-2.032821893766296e-11,-1.2717638975003174e-11
fn167,1.7902623815836317e-05,35,7.206717510581287e-15,4.383738268077642e-15,-2.4502839535976376e-11,-1.4904710111463983e-11
fn167,1.7902623815836317e-05,36,5.7883381907110406e-15,3.3177899221186467e-15,-1.968034984841754e-11,-1.12804857352034e-11
fn167,1.7902623815836317e-05,37,5.9626516078879335e-15,3.316926115797368e-15,-2.0273015466818975e-11,-1.1277548793711051e-11
fn167,1.7902623815836317e-05,38,6.924107304563504e-15,3.738779736456388e-15,-2.354196483551591e-11,-1.2711851103951721e-11
fn167,1.7902623815836317e-05,39,5.836454615146853e-15,3.1461205110669883e-15,-1.98439456914993e-11,-1.069680973762776e-11
fn167,1.7902623815836317e-05,40,5.349186356593161e-15,2.6684456082487357e-15,-1.8187233612416747e-11,-9.072715068045702e-12
fn167,1.7902623815836317e-05,41,5.3449857216966356e-15,2.1594243279706134e-15,-1.817295145376856e-11,-7.342042715100086e-12
fn167,1.7902623815836317e-05,42,5.67772689522887e-15,2.176250436583511e-15,-1.9304271443778157e-11,-7.399251484383938e-12
fn167,1.7902623815836317e-05,43,5.251704646795499e-15,2.3042669086698855e-15,-1.7855795799104696e-11,-7.834507489477611e-12
fn167,1.7902623815836317e-05,44,4.519233060548032e-15,1.7305255882446054e-15,-1.536539240586331e-11,-5.8837870000316584e-12
fn167,1.7902623815836317e-05,45,4.416031643150015e-15,4.0236612107615e-16,-1.501450758671005e-11,-1.36804481165891e-12
fn167,1.7902623815836317e-05,46,4.9390110016487536e-15,-1.774578749643505e-17,-1.6792637405605763e-11,6.033567748787917e-14
fn167,1.7902623815836317e-05,47,4.2812957172675534e-15,-1.1187273760223231e-17,-1.4556405438709683e-11,3.803673078475898e-14
fn167,1.7902623815836317e-05,48,4.1977845925467855e-15,-6.0102781060565055e-16,-1.4272467614659071e-11,2.043494556059212e-12
fn167,1.7902623815836317e-05,49,3.0012437702796034e-15,-9.023202137975945e-16,-1.0204228818950652e-11,3.0678887269118214e-12
fn167,1.7902623815836317e-05,50,2.4282567242470965e-15,-1.4950688633447472e-15,-8.256072862440128e-12,5.083234135372141e-12
