row,case_name,hull,speed_case,fn_l,speed_mps,omega_e_sqrt_l_over_g,omega_rad_s,coefficient,reference_value,raw_computed_value,raw_total_from_force_value,raw_body_integral_value,raw_end_term_value,raw_time_derivative_value,raw_forward_speed_value,raw_stokes_body_forward_speed_value,raw_stokes_forward_speed_with_end_term_value,raw_stokes_total_with_end_term_value,computed_value,computed_body_integral_value,computed_end_term_value,computed_time_derivative_value,computed_forward_speed_value,computed_stokes_body_forward_speed_value,computed_stokes_forward_speed_with_end_term_value,computed_stokes_total_with_end_term_value,normalization,normalization_scale,ma2005_normalization_formula,required_normalization_scale,required_normalization_scale_over_current,required_magnitude_scale_over_current,normalization_scale_diagnosis,normalization_audit_status,abs_error,rel_error,effective_abs_tolerance,gate_error_ratio,error_metric,diagnostic_status,gate_role,station_count,body_panels_per_section,free_surface_inner_panels,free_surface_outer_panels,control_surface_radius_beams,history_steps,history_quadrature_count,history_k_max,include_end_term,end_station,end_term_scale,pitch_radiation_sign,pitch_radiation_lever_sign,pitch_forward_speed_sign,pitch_moment_sign,time_step_scale,free_surface_velocity_scale,history_rhs_scale,history_convolution_rule,history_potential_kernel_scale,history_normal_derivative_kernel_scale,control_image_scale,control_potential_kernel_scale,control_normal_derivative_kernel_scale,control_diagonal_sign,inner_a_scale,inner_b_scale,inner_diagonal_sign,pressure_gradient_scheme,pressure_gradient_scale,clip_inner_free_surface_to_waterline,two_zone_inner_free_surface,use_free_surface_marching,max_heave_residual,max_pitch_residual,max_heave_condition_number,max_pitch_condition_number,solver_status,source_figure,source_note,a1_recommended_control_radius_beams,a1_min_inner_free_surface_panels,a1_min_outer_or_control_panels,a1_min_station_count_for_fn,a1_control_radius_ok,a1_inner_free_surface_panels_ok,a1_outer_or_control_panels_ok,a1_station_count_ok,a1_grid_recommendation_status,a1_grid_recommendation_note
6,st41_bp8_fs4_cp4_r2p0_h2_fsm_fullfs_onezonefs_endaft_pr1p0_pl1p0_pf1p0_pm1p0_dt1p0_fv1p0_hr1p0_hqtrapezoid_hp1p0_hc1p0_ci1p0_cp1p0_cn1p0_cd1p0_ia1p0_ib1p0_idm1p0_pgscentral_pg1p0,wigley_iii,Fn0.4,0.4,2.1696064159197173,1.0,1.808005346599764,A55,0.063,64.81556428267312,64.81556428267312,147.036786993543,-82.22122271086985,37.67034353524194,109.36644345830105,1184.665904154755,1102.4446814438852,1140.1150249791272,0.0900779157566161,0.20434547563552632,-0.11426755987891021,0.05235264197796114,0.1519928336575652,1.6463983102699673,1.532130750391057,1.5844833923690183,ma2005,719.5500000000001,A55 = raw_a55 / (rho*displacement_volume*L^2),1028.818480677351,1.429808186612954,1.429808186612954,normalization_scale_could_be_plausible_but_requires_source_audit,INFO_NOT_GATE,0.027077915756616097,0.42980818661295395,0.00945,2.865387910753026,relative,FAIL,diagnostic_matched_wigley_sensitivity_not_hard_gate,41,8,4,4,2.0,2,16,15.0,True,aft,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,trapezoid,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,central,1.0,False,False,True,1.6830015050973985e-15,4.299379204311216e-15,87.11923888348164,87.11923888348164,a1_station_hull_matched_sweep_free_surface_marching_not_benchmark_validated,Fig. 17,Experiment column extracted from parsed Ma 2005 Fig. 17 details table; audit against original image before final acceptance.,3.0,11,9,40,False,False,False,True,A1_GRID_COARSE_DIAGNOSTIC,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
6,st41_bp8_fs4_cp4_r2p0_h2_fsm_fullfs_onezonefs_endaftxm1p0_pr1p0_pl1p0_pf1p0_pm1p0_dt1p0_fv1p0_hr1p0_hqtrapezoid_hp1p0_hc1p0_ci1p0_cp1p0_cn1p0_cd1p0_ia1p0_ib1p0_idm1p0_pgscentral_pg1p0,wigley_iii,Fn0.4,0.4,2.1696064159197173,1.0,1.808005346599764,A55,0.063,229.25800970441284,229.25800970441284,147.036786993543,82.22122271086985,37.67034353524194,109.36644345830105,1184.665904154755,1266.8871268656249,1304.5574704008668,0.31861303551443654,0.20434547563552632,0.11426755987891021,0.05235264197796114,0.1519928336575652,1.6463983102699673,1.7606658701488773,1.8130185121268385,ma2005,719.5500000000001,A55 = raw_a55 / (rho*displacement_volume*L^2),3639.016027054172,5.057349770070421,5.057349770070421,normalization_scale_unlikely_as_sole_explanation,INFO_NOT_GATE,0.25561303551443654,4.057349770070421,0.00945,27.04899846713614,relative,FAIL,diagnostic_matched_wigley_sensitivity_not_hard_gate,41,8,4,4,2.0,2,16,15.0,True,aft,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,trapezoid,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,central,1.0,False,False,True,1.6830015050973985e-15,4.299379204311216e-15,87.11923888348164,87.11923888348164,a1_station_hull_matched_sweep_free_surface_marching_not_benchmark_validated,Fig. 17,Experiment column extracted from parsed Ma 2005 Fig. 17 details table; audit against original image before final acceptance.,3.0,11,9,40,False,False,False,True,A1_GRID_COARSE_DIAGNOSTIC,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
6,st41_bp8_fs4_cp4_r2p0_h2_fsm_fullfs_onezonefs_endaft_pr1p0_pl1p0_pf1p0_pm1p0_dt1p0_fv1p0_hr1p0_hqtrapezoid_hp1p0_hc1p0_ci1p0_cp1p0_cn1p0_cd1p0_ia1p0_ib1p0_idm1p0_pgsforward_pg1p0,wigley_iii,Fn0.4,0.4,2.1696064159197173,1.0,1.808005346599764,A55,0.063,192.6770278164707,192.6770278164707,274.89825052734056,-82.22122271086985,37.67034353524194,237.22790699209864,1184.665904154755,1102.4446814438852,1140.1150249791272,0.2677743420422079,0.3820419019211181,-0.11426755987891021,0.05235264197796114,0.329689259943157,1.6463983102699673,1.532130750391057,1.5844833923690183,ma2005,719.5500000000001,A55 = raw_a55 / (rho*displacement_volume*L^2),3058.3655208963605,4.250386381622348,4.250386381622348,normalization_scale_unlikely_as_sole_explanation,INFO_NOT_GATE,0.2047743420422079,3.2503863816223477,0.00945,21.669242544148982,relative,FAIL,diagnostic_matched_wigley_sensitivity_not_hard_gate,41,8,4,4,2.0,2,16,15.0,True,aft,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,trapezoid,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,forward,1.0,False,False,True,1.6830015050973985e-15,4.299379204311216e-15,87.11923888348164,87.11923888348164,a1_station_hull_matched_sweep_free_surface_marching_not_benchmark_validated,Fig. 17,Experiment column extracted from parsed Ma 2005 Fig. 17 details table; audit against original image before final acceptance.,3.0,11,9,40,False,False,False,True,A1_GRID_COARSE_DIAGNOSTIC,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
6,st41_bp8_fs4_cp4_r2p0_h2_fsm_fullfs_onezonefs_endaftxm1p0_pr1p0_pl1p0_pf1p0_pm1p0_dt1p0_fv1p0_hr1p0_hqtrapezoid_hp1p0_hc1p0_ci1p0_cp1p0_cn1p0_cd1p0_ia1p0_ib1p0_idm1p0_pgsforward_pg1p0,wigley_iii,Fn0.4,0.4,2.1696064159197173,1.0,1.808005346599764,A55,0.063,357.1194732382104,357.1194732382104,274.89825052734056,82.22122271086985,37.67034353524194,237.22790699209864,1184.665904154755,1266.8871268656249,1304.5574704008668,0.4963094618000283,0.3820419019211181,0.11426755987891021,0.05235264197796114,0.329689259943157,1.6463983102699673,1.7606658701488773,1.8130185121268385,ma2005,719.5500000000001,A55 = raw_a55 / (rho*displacement_volume*L^2),5668.56306727318,7.877927965079814,7.877927965079814,normalization_scale_unlikely_as_sole_explanation,INFO_NOT_GATE,0.4333094618000283,6.877927965079814,0.00945,45.852853100532094,relative,FAIL,diagnostic_matched_wigley_sensitivity_not_hard_gate,41,8,4,4,2.0,2,16,15.0,True,aft,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,trapezoid,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,forward,1.0,False,False,True,1.6830015050973985e-15,4.299379204311216e-15,87.11923888348164,87.11923888348164,a1_station_hull_matched_sweep_free_surface_marching_not_benchmark_validated,Fig. 17,Experiment column extracted from parsed Ma 2005 Fig. 17 details table; audit against original image before final acceptance.,3.0,11,9,40,False,False,False,True,A1_GRID_COARSE_DIAGNOSTIC,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
6,st41_bp8_fs4_cp4_r2p0_h2_fsm_fullfs_onezonefs_endaft_pr1p0_pl1p0_pf1p0_pm1p0_dt1p0_fv1p0_hr1p0_hqtrapezoid_hp1p0_hc1p0_ci1p0_cp1p0_cn1p0_cd1p0_ia1p0_ib1p0_idm1p0_pgsbackward_pg1p0,wigley_iii,Fn0.4,0.4,2.1696064159197173,1.0,1.808005346599764,A55,0.063,167.96066033350778,167.96066033350778,250.18188304437763,-82.22122271086985,37.67034353524194,212.5115395091357,1184.665904154755,1102.4446814438852,1140.1150249791272,0.23342458527344556,0.3476921451523558,-0.11426755987891021,0.05235264197796114,0.29533950317439467,1.6463983102699673,1.532130750391057,1.5844833923690183,ma2005,719.5500000000001,A55 = raw_a55 / (rho*displacement_volume*L^2),2666.0422275159963,3.7051521471975484,3.7051521471975484,normalization_scale_unlikely_as_sole_explanation,INFO_NOT_GATE,0.17042458527344556,2.7051521471975484,0.00945,18.034347647983658,relative,FAIL,diagnostic_matched_wigley_sensitivity_not_hard_gate,41,8,4,4,2.0,2,16,15.0,True,aft,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,trapezoid,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,backward,1.0,False,False,True,1.6830015050973985e-15,4.299379204311216e-15,87.11923888348164,87.11923888348164,a1_station_hull_matched_sweep_free_surface_marching_not_benchmark_validated,Fig. 17,Experiment column extracted from parsed Ma 2005 Fig. 17 details table; audit against original image before final acceptance.,3.0,11,9,40,False,False,False,True,A1_GRID_COARSE_DIAGNOSTIC,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
6,st41_bp8_fs4_cp4_r2p0_h2_fsm_fullfs_onezonefs_endaftxm1p0_pr1p0_pl1p0_pf1p0_pm1p0_dt1p0_fv1p0_hr1p0_hqtrapezoid_hp1p0_hc1p0_ci1p0_cp1p0_cn1p0_cd1p0_ia1p0_ib1p0_idm1p0_pgsbackward_pg1p0,wigley_iii,Fn0.4,0.4,2.1696064159197173,1.0,1.808005346599764,A55,0.063,332.4031057552475,332.4031057552475,250.18188304437766,82.22122271086985,37.67034353524194,212.5115395091357,1184.665904154755,1266.8871268656249,1304.5574704008668,0.46195970503126604,0.3476921451523558,0.11426755987891021,0.05235264197796114,0.29533950317439467,1.6463983102699673,1.7606658701488773,1.8130185121268385,ma2005,719.5500000000001,A55 = raw_a55 / (rho*displacement_volume*L^2),5276.2397738928175,7.332693730655016,7.332693730655016,normalization_scale_unlikely_as_sole_explanation,INFO_NOT_GATE,0.39895970503126604,6.332693730655016,0.00945,42.217958204366774,relative,FAIL,diagnostic_matched_wigley_sensitivity_not_hard_gate,41,8,4,4,2.0,2,16,15.0,True,aft,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,trapezoid,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,backward,1.0,False,False,True,1.6830015050973985e-15,4.299379204311216e-15,87.11923888348164,87.11923888348164,a1_station_hull_matched_sweep_free_surface_marching_not_benchmark_validated,Fig. 17,Experiment column extracted from parsed Ma 2005 Fig. 17 details table; audit against original image before final acceptance.,3.0,11,9,40,False,False,False,True,A1_GRID_COARSE_DIAGNOSTIC,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
6,st41_bp8_fs4_cp4_r2p0_h2_fsm_fullfs_onezonefs_endaft_pr1p0_pl1p0_pf1p0_pmm1p0_dt1p0_fv1p0_hr1p0_hqtrapezoid_hp1p0_hc1p0_ci1p0_cp1p0_cn1p0_cd1p0_ia1p0_ib1p0_idm1p0_pgscentral_pg1p0,wigley_iii,Fn0.4,0.4,2.1696064159197173,1.0,1.808005346599764,A55,0.063,-64.81556428267312,-64.81556428267312,-147.036786993543,82.22122271086985,-37.67034353524194,-109.36644345830105,-1184.665904154755,-1102.4446814438852,-1140.1150249791272,-0.0900779157566161,-0.20434547563552632,0.11426755987891021,-0.05235264197796114,-0.1519928336575652,-1.6463983102699673,-1.532130750391057,-1.5844833923690183,ma2005,719.5500000000001,A55 = raw_a55 / (rho*displacement_volume*L^2),-1028.818480677351,-1.429808186612954,1.429808186612954,sign_mismatch_not_normalization_only,INFO_NOT_GATE,0.1530779157566161,2.429808186612954,0.00945,16.19872124408636,relative,FAIL,diagnostic_matched_wigley_sensitivity_not_hard_gate,41,8,4,4,2.0,2,16,15.0,True,aft,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,trapezoid,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,central,1.0,False,False,True,1.6830015050973985e-15,4.299379204311216e-15,87.11923888348164,87.11923888348164,a1_station_hull_matched_sweep_free_surface_marching_not_benchmark_validated,Fig. 17,Experiment column extracted from parsed Ma 2005 Fig. 17 details table; audit against original image before final acceptance.,3.0,11,9,40,False,False,False,True,A1_GRID_COARSE_DIAGNOSTIC,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
6,st41_bp8_fs4_cp4_r2p0_h2_fsm_fullfs_onezonefs_endaftxm1p0_pr1p0_pl1p0_pf1p0_pmm1p0_dt1p0_fv1p0_hr1p0_hqtrapezoid_hp1p0_hc1p0_ci1p0_cp1p0_cn1p0_cd1p0_ia1p0_ib1p0_idm1p0_pgscentral_pg1p0,wigley_iii,Fn0.4,0.4,2.1696064159197173,1.0,1.808005346599764,A55,0.063,-229.25800970441284,-229.25800970441284,-147.036786993543,-82.22122271086985,-37.67034353524194,-109.36644345830105,-1184.665904154755,-1266.8871268656249,-1304.5574704008668,-0.31861303551443654,-0.20434547563552632,-0.11426755987891021,-0.05235264197796114,-0.1519928336575652,-1.6463983102699673,-1.7606658701488773,-1.8130185121268385,ma2005,719.5500000000001,A55 = raw_a55 / (rho*displacement_volume*L^2),-3639.016027054172,-5.057349770070421,5.057349770070421,sign_mismatch_not_normalization_only,INFO_NOT_GATE,0.38161303551443654,6.057349770070421,0.00945,40.38233180046947,relative,FAIL,diagnostic_matched_wigley_sensitivity_not_hard_gate,41,8,4,4,2.0,2,16,15.0,True,aft,-1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,trapezoid,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,central,1.0,False,False,True,1.6830015050973985e-15,4.299379204311216e-15,87.11923888348164,87.11923888348164,a1_station_hull_matched_sweep_free_surface_marching_not_benchmark_validated,Fig. 17,Experiment column extracted from parsed Ma 2005 Fig. 17 details table; audit against original image before final acceptance.,3.0,11,9,40,False,False,False,True,A1_GRID_COARSE_DIAGNOSTIC,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
6,st41_bp8_fs4_cp4_r2p0_h2_fsm_fullfs_onezonefs_endaft_pr1p0_pl1p0_pf1p0_pmm1p0_dt1p0_fv1p0_hr1p0_hqtrapezoid_hp1p0_hc1p0_ci1p0_cp1p0_cn1p0_cd1p0_ia1p0_ib1p0_idm1p0_pgsforward_pg1p0,wigley_iii,Fn0.4,0.4,2.1696064159197173,1.0,1.808005346599764,A55,0.063,-192.6770278164707,-192.6770278164707,-274.89825052734056,82.22122271086985,-37.67034353524194,-237.22790699209864,-1184.665904154755,-1102.4446814438852,-1140.1150249791272,-0.2677743420422079,-0.3820419019211181,0.11426755987891021,-0.05235264197796114,-0.329689259943157,-1.6463983102699673,-1.532130750391057,-1.5844833923690183,ma2005,719.5500000000001,A55 = raw_a55 / (rho*displacement_volume*L^2),-3058.3655208963605,-4.250386381622348,4.250386381622348,sign_mismatch_not_normalization_only,INFO_NOT_GATE,0.3307743420422079,5.250386381622348,0.00945,35.002575877482315,relative,FAIL,diagnostic_matched_wigley_sensitivity_not_hard_gate,41,8,4,4,2.0,2,16,15.0,True,aft,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,trapezoid,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,forward,1.0,False,False,True,1.6830015050973985e-15,4.299379204311216e-15,87.11923888348164,87.11923888348164,a1_station_hull_matched_sweep_free_surface_marching_not_benchmark_validated,Fig. 17,Experiment column extracted from parsed Ma 2005 Fig. 17 details table; audit against original image before final acceptance.,3.0,11,9,40,False,False,False,True,A1_GRID_COARSE_DIAGNOSTIC,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
6,st41_bp8_fs4_cp4_r2p0_h2_fsm_fullfs_onezonefs_endaftxm1p0_pr1p0_pl1p0_pf1p0_pmm1p0_dt1p0_fv1p0_hr1p0_hqtrapezoid_hp1p0_hc1p0_ci1p0_cp1p0_cn1p0_cd1p0_ia1p0_ib1p0_idm1p0_pgsforward_pg1p0,wigley_iii,Fn0.4,0.4,2.1696064159197173,1.0,1.808005346599764,A55,0.063,-357.1194732382104,-357.1194732382104,-274.89825052734056,-82.22122271086985,-37.67034353524194,-237.22790699209864,-1184.665904154755,-1266.8871268656249,-1304.5574704008668,-0.4963094618000283,-0.3820419019211181,-0.11426755987891021,-0.05235264197796114,-0.329689259943157,-1.6463983102699673,-1.7606658701488773,-1.8130185121268385,ma2005,719.5500000000001,A55 = raw_a55 / (rho*displacement_volume*L^2),-5668.56306727318,-7.877927965079814,7.877927965079814,sign_mismatch_not_normalization_only,INFO_NOT_GATE,0.5593094618000283,8.877927965079813,0.00945,59.18618643386542,relative,FAIL,diagnostic_matched_wigley_sensitivity_not_hard_gate,41,8,4,4,2.0,2,16,15.0,True,aft,-1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,trapezoid,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,forward,1.0,False,False,True,1.6830015050973985e-15,4.299379204311216e-15,87.11923888348164,87.11923888348164,a1_station_hull_matched_sweep_free_surface_marching_not_benchmark_validated,Fig. 17,Experiment column extracted from parsed Ma 2005 Fig. 17 details table; audit against original image before final acceptance.,3.0,11,9,40,False,False,False,True,A1_GRID_COARSE_DIAGNOSTIC,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
