panel_index,mid_xi,mid_eta,panel_length,kinematic_residual_midpoint,kinematic_residual_left,kinematic_residual_right,kinematic_integral_panel_linear_exact
0,4.582620283684615,-0.08394865177693042,0.0029883069275593054,-0.1550278389858155,-0.6154614170412187,0.3054057390695877,0.00028299263853024667
1,4.580656830789785,-0.08627550400537667,0.003108309042712305,-0.04245409852034632,0.018770301510819376,-0.10367849855151201,9.486018977045899e-06
2,4.578653358398705,-0.08873050688374959,0.003232330705773395,0.029820516853390266,0.07449292779880601,-0.014851894092025475,5.024565395996476e-06
3,4.576633184439162,-0.0913293540579789,0.0033604706107555936,-0.0025407519976141657,-0.3085367793168756,0.30345527532164684,0.00010490597855648832
4,4.574775259824137,-0.09420622101786608,0.0034928287199202605,0.10276561890963132,0.1391014362750691,0.06642980154419353,3.842415341483568e-05
5,4.572934826912423,-0.09725492483000592,0.0036295055876182434,0.029504371320510092,0.08065893174317873,-0.021650189102156325,6.325396880508049e-06
6,4.571100594093122,-0.10046680509429216,0.003770602762395132,-0.010302344624271598,-0.13860848467428033,0.11800379542573669,2.1091344775502542e-05
7,4.569418467438065,-0.10391939473088227,0.003916222481530395,0.04129325238237325,-0.0293170428450642,0.11190354760980892,1.3186197670756662e-05
8,4.567884795796795,-0.10760339573139907,0.004066467755942713,0.009608011279680362,0.04318222359795598,-0.02396620103859526,1.903336495832947e-06
9,4.56643992779403,-0.11148661370917154,0.004221442190946448,-0.03054164275079785,-0.07656436905138175,0.01548108354978428,6.918193969202611e-06
10,4.5651868570589,-0.11559738141946814,0.004381249830451177,-0.00944810267817342,-0.08807694146516454,0.06918073610881859,9.420116821643958e-06
11,4.564200519312366,-0.11994847481742235,0.004545995531207207,0.015752759902408542,0.013702550542190828,0.017802969262628032,1.1344557488294033e-06
12,4.563446411564055,-0.1245156596211231,0.004715784216271502,0.002210143687595867,-0.017707562577501612,0.022127849952694234,6.466428378366587e-07
13,4.562976612221563,-0.12929257052345022,0.004890721288821169,0.015128854863514007,-0.0018354233039703516,0.03209313303099659,1.5885608586248338e-06
14,4.562825552860248,-0.134268740854443,0.0050709124452471025,0.009941428898745386,0.031520291969273195,-0.011637434171782424,1.288254078131089e-06
15,4.5629771589864125,-0.1394280303521522,0.005256463483712867,-0.0008712042161080902,0.0039305993788820714,-0.005673007811100028,4.438962184520322e-08
16,4.563494023667978,-0.14475105361235108,0.005447480203475349,0.027050840632036,0.038634320594077565,0.015467360669997099,4.2298248273269895e-06
17,4.564395795186636,-0.15022073444349932,0.005644068611777522,0.018106503390336037,0.06598878608845293,-0.02977577930778086,6.1637921182223815e-06
18,4.56563466736549,-0.15582885401683266,0.005846334364128105,-0.015254339628138602,0.028060452348173115,-0.058569131604452096,5.0166534528459325e-06
19,4.56723987824006,-0.16155578271967264,0.00605438303215205,-0.011385141923508257,0.025050042469475287,-0.04782032631649269,3.4638881735871647e-06
20,4.56925761105494,-0.1673743921435183,0.00626831985286409,0.0065805600264230435,0.052082821924361866,-0.038921701871514,4.597535027079519e-06
21,4.5716872822632695,-0.17326928145436418,0.006488249645790593,0.010782762601608376,0.06325638253960175,-0.04169085733638589,6.709465862939854e-06
22,4.574521411087032,-0.17922871390801914,0.006714276709536193,0.01623718175887845,0.06881549452669589,-0.036341131008939875,7.957351605852027e-06
23,4.577767177958039,-0.18523613631578523,0.006946504706622348,0.02428130007247331,0.08225663862790089,-0.033694038482953825,1.187825556215012e-05
24,4.581408897346487,-0.19128933052374264,0.007185036580585407,0.011437526083930116,0.07175329537374386,-0.04887824320588363,9.652960211234038e-06
25,4.5854391775456325,-0.19738285877000783,0.007429974387611795,0.012601338838774012,0.06841699239504795,-0.04321431471749948,8.895582414752963e-06
26,4.589878520334402,-0.20349457438273685,0.007681419232804274,0.025617706815520336,0.08271511295370138,-0.031479699322660704,1.3388494789953065e-05
27,4.594718113777429,-0.20962328833015698,0.007939471119492761,0.017802019614170383,0.07811963501051933,-0.04251559578217945,1.2144613146857728e-05
28,4.599931704987405,-0.21578422472463055,0.008204228837598481,-0.0010274882453620293,0.055913830286083765,-0.05796880677680871,8.87555614047157e-06
29,4.605531680347252,-0.22196264145106356,0.008475789830959372,0.00786645616486581,0.06083403458683101,-0.04510112225709939,8.450949442878307e-06
30,4.6115380364448,-0.22813683708284627,0.008754250087972227,0.016301753237316863,0.06993194713426121,-0.03732844065962704,1.0719401735209276e-05
31,4.617938459277566,-0.23431537676624328,0.009039703993121654,0.010793507985600304,0.06297354374477937,-0.04138652777357921,9.25742699862025e-06
32,4.624730948943826,-0.24049805052259965,0.009332244205929147,0.015776627791934672,0.06525536438261881,-0.03370210879874991,9.938377598383122e-06
33,4.631924166827649,-0.24667463397189454,0.009631961529578145,0.02032548184373484,0.06930431867379783,-0.028653354986328594,1.168132860004563e-05
34,4.639507864403315,-0.2528576715285501,0.009938944773024407,0.01012080933210635,0.0576362326214106,-0.037394613957196565,8.497823605535556e-06
35,4.64747990735163,-0.25905149260032356,0.010253280613924437,0.009533368644294882,0.05414139010015795,-0.03507465281156863,7.732788178872903e-06
36,4.655855792938205,-0.2652388164445447,0.010575053464467863,0.017598740832750703,0.060887175956779505,-0.02568969429127721,9.880750628212241e-06
37,4.664634366866451,-0.2714247687420694,0.010904345331186853,0.011982666564552158,0.054421492706130614,-0.030456159577026742,8.11213089835092e-06
38,4.673806637997819,-0.2776268453897316,0.01124123567269013,0.0032583219089983295,0.043543337546998906,-0.03702669372900269,6.200412556623329e-06
39,4.6833832423599535,-0.2838351919346296,0.01158580126052749,0.007727248126714326,0.04596899742651983,-0.030514501173091624,6.339605551337079e-06
40,4.6933771076375335,-0.2900362761451595,0.011938116036960556,0.012149303030939418,0.049292839118287635,-0.024994233056408355,7.25224220085269e-06
41,4.7037868568263,-0.2962392838289548,0.012298250970890883,0.008991066927337421,0.04474948340099694,-0.026767349546322095,6.2359601649510325e-06
42,4.714615163570535,-0.30244762337376707,0.01266627391453702,0.010829476160338025,0.04493411840094197,-0.02327516608026503,6.39629642051604e-06
43,4.725871261422361,-0.30865416524676614,0.013042249460213061,0.014018914740451915,0.047038596418988776,-0.0190007669380845,7.3031783937275425e-06
44,4.737554425520525,-0.3148703462913889,0.013426238795738852,0.007473882585553371,0.0393984808491199,-0.024450715678013157,5.311226447795794e-06
45,4.749664866961092,-0.32110694792020555,0.013818299559730067,0.003292558774981691,0.03364647708096924,-0.027061359531004747,4.3936812048269455e-06
46,4.762217312224214,-0.3273471634024172,0.014218485697940559,0.010239405964851178,0.03930426503179496,-0.018825453102091494,5.494507895238974e-06
47,4.775221962768098,-0.3335827856626872,0.014626847319941393,0.012622699749565536,0.040872615058008765,-0.015627215558877472,6.221555649795404e-06
48,4.788675927579375,-0.33983302630422485,0.015043430554942044,0.006497825253401368,0.033687052150352725,-0.02069140164354999,4.342132076266979e-06
49,4.802583739854301,-0.34610245889088476,0.015468277409775065,0.006432728433460211,0.03240439494058589,-0.019538938073665246,4.118003206632077e-06
50,4.816958415698519,-0.35237735453473484,0.015901425627384832,0.01022833870995754,0.035312599777158615,-0.014855922357243312,4.998755684144596e-06
51,4.831804150469349,-0.3586640006748787,0.016342908546503023,0.00677482045886979,0.031002751895622183,-0.01745311097788238,3.947832420955745e-06
52,4.847124593284928,-0.3649703482762414,0.016792754961953683,0.006142058027809538,0.029340491505623456,-0.01705637545000438,3.6459419000821364e-06
53,4.862932482024577,-0.371282719377208,0.017250988987771772,0.011640083007839586,0.034002308556199345,-0.01072214254052084,5.212925293946494e-06
54,4.879234675429888,-0.3776019757465855,0.017717629921379246,0.010949763273872426,0.03263278743539555,-0.010733260887651364,4.900965059446186e-06
55,4.896031075712159,-0.3839473419758794,0.01819269210957097,0.005760799772681624,0.02660721223888518,-0.015085612693521266,3.239107889617756e-06
56,4.913331110845505,-0.39031366456001915,0.018676184817064095,0.008625063622168305,0.028649822523954427,-0.011399695279617594,3.885680707487387e-06
57,4.9311470847283365,-0.3966879742855466,0.01916811209780637,0.011218265035500163,0.030614745620211936,-0.00817821554921161,4.8161279019849e-06
58,4.949481789301726,-0.4030835884723739,0.019668472668104366,0.007331928712250635,0.02607200344714511,-0.01140814602264384,3.3597812004034765e-06
59,4.968340162119574,-0.40950830025810037,0.020177259783301527,0.006342252537506088,0.024357343603843118,-0.011672838528830942,2.9944130168723684e-06
60,4.987734922415754,-0.41594729660419544,0.020694461117295372,0.010642689950331796,0.028054049380750845,-0.006768669480087031,4.4352092129992535e-06
61,5.007672933218563,-0.4224031168412905,0.021220058645712567,0.008827973023646685,0.025697651930338683,-0.00804170588304487,3.6667227889944722e-06
62,5.028156746286674,-0.4288917332443703,0.021754028531946735,0.005694934891461667,0.02194707969128129,-0.010557209908358178,2.6208460339892993e-06
63,5.049197483456011,-0.4354024775599238,0.02229634101768659,0.009523714325091248,0.025205077437867818,-0.006157648787685321,3.8498984471194284e-06
64,5.070805686827466,-0.44192624376744705,0.022846960317236608,0.011106784201363906,0.026315726379287696,-0.004102157976560106,4.580007431833163e-06
65,5.092983691923109,-0.4484808606056307,0.023405844515769617,0.007059887143869181,0.021757916415490408,-0.007638142127751935,2.8520652245865545e-06
66,5.115738410647461,-0.455069133289367,0.023972945472292437,0.007823938575461709,0.022002295423145912,-0.00635441827222305,3.0738737768726143e-06
67,5.139081787160327,-0.461676471404706,0.024548208727299545,0.010712270434187099,0.02445227453666754,-0.003027733668293231,4.361774220029948e-06
68,5.163018729081875,-0.4683127042926595,0.02513157341513807,0.0075953524548342255,0.020906006437992564,-0.0057153015283235575,2.9340412148283465e-06
69,5.187553165608167,-0.4749913380050914,0.025722972181397984,0.005170436289823721,0.01802390137572718,-0.007683028796080071,2.1042402928529323e-06
70,5.212696524984368,-0.4816984008170607,0.02632233110577626,0.008373067316676419,0.02080978740875805,-0.004063652775404991,3.202521992571427e-06
71,5.238458041792672,-0.48842754160643254,0.026929569630354862,0.008927335893701538,0.02099254906537018,-0.003137877277967105,3.4529215125650346e-06
72,5.264840841376803,-0.4951953915830148,0.027544600493390838,0.005769926029299377,0.017445117853048364,-0.00590526579444961,2.168551904321555e-06
73,5.291852633965919,-0.5020008054048688,0.02816732966915238,0.007170642821895057,0.018462202041343856,-0.004120916397553853,2.645416122927853e-06
74,5.31950424973407,-0.508829864108304,0.028797656313777828,0.009784063191418557,0.020740083778766794,-0.0011719573959296792,3.908975290773669e-06
75,5.347799802605847,-0.5156952445384522,0.029435472717340715,0.006673165740052389,0.017292743062783833,-0.003946411582678722,2.417327810001079e-06
76,5.376743645442242,-0.5226085386072499,0.030080664262222383,0.005315177866415222,0.015589832239230605,-0.004959476506400273,1.90833608842605e-06
77,5.4063464704659285,-0.5295545610324899,0.03073310938824582,0.008206658831104163,0.018170636780087568,-0.0017573191178790193,3.0869216503147642e-06
78,5.436614949421434,-0.5365345225733926,0.03139267956448641,0.0067568385046364865,0.016424246911960094,-0.002910569902686899,2.411202496983759e-06
79,5.46755244191438,-0.5435634363989001,0.032059239267786144,0.004616627303033249,0.013981669610224623,-0.004748415004158235,1.6205278658385124e-06
80,5.499167455514915,-0.5506334049911761,0.032732645968610634,0.006320110466580986,0.015395333791159538,-0.002755112857997899,2.206082874870637e-06
81,5.531469023717209,-0.5577332977657563,0.03341275012380136,0.008325962032060708,0.01713947624101886,-0.0004875521768973323,3.181372326800588e-06
82,5.564460021549287,-0.5648792560965475,0.03409939517687322,0.0048279450100501276,0.013372838151069266,-0.003716948130969122,1.6247493159656889e-06
83,5.598145799720548,-0.5720754924584017,0.03479241756541284,0.005727569344862071,0.014009977129855189,-0.0025548384401314905,1.936933671199228e-06
84,5.63253568237511,-0.5793070329740971,0.0354916467364147,0.007522496531684242,0.015564562301050189,-0.0005195692376821492,2.7735383185083207e-06
