benchmark,candidate_name,candidate_order,known_potential_rhs_scale,unknown_normal_column_scale,row_count,pass_count,fail_count,pass_fraction,median_gate_error_ratio,max_gate_error_ratio,median_gate_ratio_delta_vs_current,max_gate_ratio_delta_vs_current,improved_row_count,worsened_row_count,median_heave_free_surface_potential_norm_max,median_heave_inner_free_surface_normal_derivative_norm_max,median_selected_body_pressure_to_body_potential_gain_max,max_abs_selected_pressure_gradient_component_value,candidate_gate_status,gate_role,path_diagnostic_status
ma2005_wigley_iii_coefficients,known_phi_free_rhs_removed,1,0.0,1.0,8,1,7,0.125,5.552419547530057,21.47855698434921,-31.675583885869077,2.3941947537560413,7,1,13.496642510234157,2.3927861701298947,80126.21759440997,0.5170103152094885,FAIL,diagnostic_inner_free_surface_block_coupling_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,unknown_phi_n_free_column_2pi,10,1.0,6.283185307179586,8,0,8,0.0,25.40629245721871,118.19921878443556,-14.809002947968995,107.95045222483206,6,2,1.4755851950042014,0.8960905434566763,80283.57655203735,7.027132521083189,FAIL,diagnostic_inner_free_surface_block_coupling_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,known_phi_free_rhs_one_over_2pi,6,0.15915494309189535,1.0,8,0,8,0.0,25.40629245721872,118.19921878443563,-14.809002947968986,107.95045222483213,6,2,9.271375216742126,5.630302936549562,80283.57655203734,7.027132521083192,FAIL,diagnostic_inner_free_surface_block_coupling_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,current_default,0,1.0,1.0,8,0,8,0.0,34.9281261212165,164.37734137762976,0.0,0.0,0,0,3.7107657464406896,11.114831710501841,81110.23671004137,8.678420568103425,FAIL,diagnostic_inner_free_surface_block_coupling_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,both_free_blocks_2pi,11,6.283185307179586,6.283185307179586,8,0,8,0.0,34.92812612121649,164.37734137762982,5.329070518200751e-15,5.684341886080802e-14,3,5,0.5905867112021225,1.7689804083609144,81110.23671004138,8.678420568103427,FAIL,diagnostic_inner_free_surface_block_coupling_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,both_free_blocks_one_over_2pi,8,0.15915494309189535,0.15915494309189535,8,0,8,0.0,34.9281261212165,164.37734137762982,8.881784197001252e-16,5.684341886080802e-14,2,4,23.315428816421427,69.83654729519893,81110.23671004135,8.678420568103423,FAIL,diagnostic_inner_free_surface_block_coupling_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,known_phi_free_rhs_2pi,9,6.283185307179586,1.0,8,0,8,0.0,43.23566457644587,293.8413232939384,-10.73274446304538,283.5925567343349,5,3,0.9503457960777155,12.802351270087367,86120.9197516662,7.397692809564964,FAIL,diagnostic_inner_free_surface_block_coupling_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,unknown_phi_n_free_column_one_over_2pi,7,1.0,0.15915494309189535,8,0,8,0.0,43.23566457644588,293.8413232939385,-10.732744463045377,283.592556734335,5,3,5.97119874265539,80.4395453975649,86120.9197516662,7.397692809564967,FAIL,diagnostic_inner_free_surface_block_coupling_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,known_phi_free_rhs_flipped,2,-1.0,1.0,8,0,8,0.0,4848.865290001946,17585.49634836907,4745.836423878969,17575.247581809468,0,8,419.4946620489409,2665.736644322929,79131.06221038022,712.3730647136725,FAIL,diagnostic_inner_free_surface_block_coupling_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,unknown_phi_n_free_column_flipped,4,1.0,-1.0,8,0,8,0.0,4848.865290001946,17585.49634836907,4745.836423878969,17575.247581809468,0,8,419.4946620489409,2665.736644322929,79131.06221038022,712.3730647136725,FAIL,diagnostic_inner_free_surface_block_coupling_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,unknown_phi_n_free_column_removed,3,1.0,0.0,8,0,8,0.0,,,,,0,0,,,,,FAIL,diagnostic_inner_free_surface_block_coupling_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,both_free_blocks_removed,5,0.0,0.0,8,0,8,0.0,,,,,0,0,,,,,FAIL,diagnostic_inner_free_surface_block_coupling_candidate_not_hard_gate,INFO
