benchmark,source_row,hull,speed_case,omega_e_sqrt_l_over_g,coefficient,row_idx,col_idx,candidate_name,candidate_order,candidate_class,candidate_description,reference_value,candidate_reference_value,current_computed_value,candidate_value,time_derivative_component_value,forward_speed_pressure_gradient_component_value,stokes_body_forward_speed_component_value,end_contour_component_value,eq31_direct_time_plus_gradient_value,eq32_stokes_time_plus_body_plus_end_value,current_hybrid_time_plus_gradient_plus_end_value,forward_identity_residual_value,forward_identity_residual_over_effective_tolerance,current_minus_eq31_direct_value,current_minus_eq32_stokes_value,candidate_abs_error,candidate_rel_error,candidate_gate_error_ratio,current_gate_error_ratio,gate_ratio_delta_vs_current,candidate_gate_status,current_gate_status,candidate_row_decision,candidate_default_gate_eligible,candidate_exclusion_reason,gate_role
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,2,2,current_hybrid_eq30_gradient_plus_end,0,baseline_current_hybrid,Current default: Eq.30 time pressure plus finite-difference forward gradient plus Eq.32 end term.,1.0,1.0,10.289989439187291,10.289989439187291,10.289989439187291,0.0,0.0,0.0,10.289989439187291,10.289989439187291,10.289989439187291,0.0,0.0,0.0,0.0,9.289989439187291,9.289989439187291,61.93326292791528,61.93326292791528,0.0,FAIL,FAIL,baseline_current_default,false,diagnostic-only until either the Eq.31 direct-gradient route or the Eq.32 Stokes route passes all Wigley III coefficients and the forward-speed identity residual is explained,diagnostic_eq31_eq32_forward_identity_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,2,2,eq31_direct_time_plus_gradient,1,equation_consistent_eq31_direct_gradient,"Eq.31 direct-gradient path: Eq.30 time pressure plus finite-difference forward gradient, without Eq.32 end term.",1.0,1.0,10.289989439187291,10.289989439187291,10.289989439187291,0.0,0.0,0.0,10.289989439187291,10.289989439187291,10.289989439187291,0.0,0.0,0.0,0.0,9.289989439187291,9.289989439187291,61.93326292791528,61.93326292791528,0.0,FAIL,FAIL,neutral_or_not_evaluable,false,diagnostic-only until either the Eq.31 direct-gradient route or the Eq.32 Stokes route passes all Wigley III coefficients and the forward-speed identity residual is explained,diagnostic_eq31_eq32_forward_identity_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,2,2,eq32_stokes_time_plus_body_plus_end,2,equation_consistent_eq32_stokes,Eq.32 Stokes path: Eq.30 time pressure plus Stokes body forward-speed term plus end-contour term.,1.0,1.0,10.289989439187291,10.289989439187291,10.289989439187291,0.0,0.0,0.0,10.289989439187291,10.289989439187291,10.289989439187291,0.0,0.0,0.0,0.0,9.289989439187291,9.289989439187291,61.93326292791528,61.93326292791528,0.0,FAIL,FAIL,neutral_or_not_evaluable,false,diagnostic-only until either the Eq.31 direct-gradient route or the Eq.32 Stokes route passes all Wigley III coefficients and the forward-speed identity residual is explained,diagnostic_eq31_eq32_forward_identity_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,2,2,forward_identity_gradient_minus_body_end,3,diagnostic_eq31_eq32_forward_identity_residual,Forward-speed identity residual: Eq.31 gradient term minus Eq.32 body-plus-end term.,1.0,0.0,10.289989439187291,0.0,10.289989439187291,0.0,0.0,0.0,10.289989439187291,10.289989439187291,10.289989439187291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.93326292791528,-61.93326292791528,PASS,FAIL,identity_closed,false,diagnostic-only until either the Eq.31 direct-gradient route or the Eq.32 Stokes route passes all Wigley III coefficients and the forward-speed identity residual is explained,diagnostic_eq31_eq32_forward_identity_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2,2,current_hybrid_eq30_gradient_plus_end,0,baseline_current_hybrid,Current default: Eq.30 time pressure plus finite-difference forward gradient plus Eq.32 end term.,2.1,2.1,9.646482723616819,9.64648272361682,-0.0,9.045074513727819,-0.0,0.6014082098890006,9.045074513727819,0.6014082098890006,9.64648272361682,8.443666303838818,26.805289853456564,0.6014082098890015,9.045074513727819,7.546482723616821,3.5935632017222954,23.95708801148197,23.957088011481964,7.105427357601002e-15,FAIL,FAIL,baseline_current_default,false,diagnostic-only until either the Eq.31 direct-gradient route or the Eq.32 Stokes route passes all Wigley III coefficients and the forward-speed identity residual is explained,diagnostic_eq31_eq32_forward_identity_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2,2,eq31_direct_time_plus_gradient,1,equation_consistent_eq31_direct_gradient,"Eq.31 direct-gradient path: Eq.30 time pressure plus finite-difference forward gradient, without Eq.32 end term.",2.1,2.1,9.646482723616819,9.045074513727819,-0.0,9.045074513727819,-0.0,0.6014082098890006,9.045074513727819,0.6014082098890006,9.64648272361682,8.443666303838818,26.805289853456564,0.6014082098890015,9.045074513727819,6.945074513727819,3.30717833987039,22.047855599135936,23.957088011481964,-1.9092324123460287,FAIL,FAIL,equation_path_improves_but_still_fails,false,diagnostic-only until either the Eq.31 direct-gradient route or the Eq.32 Stokes route passes all Wigley III coefficients and the forward-speed identity residual is explained,diagnostic_eq31_eq32_forward_identity_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2,2,eq32_stokes_time_plus_body_plus_end,2,equation_consistent_eq32_stokes,Eq.32 Stokes path: Eq.30 time pressure plus Stokes body forward-speed term plus end-contour term.,2.1,2.1,9.646482723616819,0.6014082098890006,-0.0,9.045074513727819,-0.0,0.6014082098890006,9.045074513727819,0.6014082098890006,9.64648272361682,8.443666303838818,26.805289853456564,0.6014082098890015,9.045074513727819,1.4985917901109995,0.713615138148095,4.757434254320633,23.957088011481964,-19.199653757161332,FAIL,FAIL,equation_path_improves_but_still_fails,false,diagnostic-only until either the Eq.31 direct-gradient route or the Eq.32 Stokes route passes all Wigley III coefficients and the forward-speed identity residual is explained,diagnostic_eq31_eq32_forward_identity_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2,2,forward_identity_gradient_minus_body_end,3,diagnostic_eq31_eq32_forward_identity_residual,Forward-speed identity residual: Eq.31 gradient term minus Eq.32 body-plus-end term.,2.1,0.0,9.646482723616819,8.443666303838818,-0.0,9.045074513727819,-0.0,0.6014082098890006,9.045074513727819,0.6014082098890006,9.64648272361682,8.443666303838818,26.805289853456564,0.6014082098890015,9.045074513727819,8.443666303838818,8443666303838.817,1688.7332607677636,23.957088011481964,1664.7761727562815,FAIL,FAIL,identity_not_closed,false,diagnostic-only until either the Eq.31 direct-gradient route or the Eq.32 Stokes route passes all Wigley III coefficients and the forward-speed identity residual is explained,diagnostic_eq31_eq32_forward_identity_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,2,4,current_hybrid_eq30_gradient_plus_end,0,baseline_current_hybrid,Current default: Eq.30 time pressure plus finite-difference forward gradient plus Eq.32 end term.,-0.2,-0.2,-2.8137863584170937,-2.813786358417092,-1.0988560964407692,-1.6080132468849448,0.0,-0.10691701509137799,-2.706869343325714,-1.2057731115321473,-2.813786358417092,-1.5010962317935668,25.01827052989278,-0.10691701509137808,-1.6080132468849446,2.6137863584170917,13.068931792085458,43.5631059736182,43.56310597361823,-2.842170943040401e-14,FAIL,FAIL,baseline_current_default,false,diagnostic-only until either the Eq.31 direct-gradient route or the Eq.32 Stokes route passes all Wigley III coefficients and the forward-speed identity residual is explained,diagnostic_eq31_eq32_forward_identity_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,2,4,eq31_direct_time_plus_gradient,1,equation_consistent_eq31_direct_gradient,"Eq.31 direct-gradient path: Eq.30 time pressure plus finite-difference forward gradient, without Eq.32 end term.",-0.2,-0.2,-2.8137863584170937,-2.706869343325714,-1.0988560964407692,-1.6080132468849448,0.0,-0.10691701509137799,-2.706869343325714,-1.2057731115321473,-2.813786358417092,-1.5010962317935668,25.01827052989278,-0.10691701509137808,-1.6080132468849446,2.5068693433257137,12.534346716628567,41.78115572209523,43.56310597361823,-1.781950251523,FAIL,FAIL,equation_path_improves_but_still_fails,false,diagnostic-only until either the Eq.31 direct-gradient route or the Eq.32 Stokes route passes all Wigley III coefficients and the forward-speed identity residual is explained,diagnostic_eq31_eq32_forward_identity_not_hard_gate
