benchmark,matrix_cell,coefficient,pair_status,station_index,x_m,x_over_l,trapz_weight_m,direct_pressure_gradient_density_value_per_m,projection_transport_derivative_density_value_per_m,stokes_body_forward_density_value_per_m,direct_minus_transport_density_value_per_m,transport_minus_stokes_density_value_per_m,direct_pressure_gradient_station_contribution_value,projection_transport_station_contribution_value,stokes_body_forward_station_contribution_value,direct_minus_transport_station_contribution_value,station_abs_direct_transport_residual_share,diagnostic_flags,candidate_default_gate_eligible,candidate_exclusion_reason,gate_role
ma2005_wigley_iii_coefficients,53,A53,same_frequency_ab_pair,10,0.825,0.27499999999999997,0.07499999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,false,diagnostic-only; projection transport evidence cannot replace Eq.30/Eq.32 pressure recovery unless all Gate 1 coefficient rows pass,diagnostic_projection_transport_not_hard_gate
ma2005_wigley_iii_coefficients,53,A53,same_frequency_ab_pair,11,0.8999999999999999,0.3,0.07500000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,false,diagnostic-only; projection transport evidence cannot replace Eq.30/Eq.32 pressure recovery unless all Gate 1 coefficient rows pass,diagnostic_projection_transport_not_hard_gate
ma2005_wigley_iii_coefficients,53,A53,same_frequency_ab_pair,12,0.975,0.325,0.07500000000000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,false,diagnostic-only; projection transport evidence cannot replace Eq.30/Eq.32 pressure recovery unless all Gate 1 coefficient rows pass,diagnostic_projection_transport_not_hard_gate
ma2005_wigley_iii_coefficients,53,A53,same_frequency_ab_pair,13,1.05,0.35000000000000003,0.07500000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,false,diagnostic-only; projection transport evidence cannot replace Eq.30/Eq.32 pressure recovery unless all Gate 1 coefficient rows pass,diagnostic_projection_transport_not_hard_gate
ma2005_wigley_iii_coefficients,53,A53,same_frequency_ab_pair,14,1.125,0.375,0.07499999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,false,diagnostic-only; projection transport evidence cannot replace Eq.30/Eq.32 pressure recovery unless all Gate 1 coefficient rows pass,diagnostic_projection_transport_not_hard_gate
ma2005_wigley_iii_coefficients,53,A53,same_frequency_ab_pair,15,1.2,0.39999999999999997,0.07499999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,false,diagnostic-only; projection transport evidence cannot replace Eq.30/Eq.32 pressure recovery unless all Gate 1 coefficient rows pass,diagnostic_projection_transport_not_hard_gate
ma2005_wigley_iii_coefficients,53,A53,same_frequency_ab_pair,16,1.275,0.425,0.07499999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,false,diagnostic-only; projection transport evidence cannot replace Eq.30/Eq.32 pressure recovery unless all Gate 1 coefficient rows pass,diagnostic_projection_transport_not_hard_gate
ma2005_wigley_iii_coefficients,53,A53,same_frequency_ab_pair,17,1.3499999999999999,0.44999999999999996,0.07500000000000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,false,diagnostic-only; projection transport evidence cannot replace Eq.30/Eq.32 pressure recovery unless all Gate 1 coefficient rows pass,diagnostic_projection_transport_not_hard_gate
ma2005_wigley_iii_coefficients,53,A53,same_frequency_ab_pair,18,1.425,0.47500000000000003,0.07500000000000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,false,diagnostic-only; projection transport evidence cannot replace Eq.30/Eq.32 pressure recovery unless all Gate 1 coefficient rows pass,diagnostic_projection_transport_not_hard_gate
ma2005_wigley_iii_coefficients,53,A53,same_frequency_ab_pair,19,1.5,0.5,0.07499999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,false,diagnostic-only; projection transport evidence cannot replace Eq.30/Eq.32 pressure recovery unless all Gate 1 coefficient rows pass,diagnostic_projection_transport_not_hard_gate
ma2005_wigley_iii_coefficients,53,A53,same_frequency_ab_pair,20,1.575,0.525,0.07499999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,false,diagnostic-only; projection transport evidence cannot replace Eq.30/Eq.32 pressure recovery unless all Gate 1 coefficient rows pass,diagnostic_projection_transport_not_hard_gate
ma2005_wigley_iii_coefficients,53,A53,same_frequency_ab_pair,21,1.65,0.5499999999999999,0.07499999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,false,diagnostic-only; projection transport evidence cannot replace Eq.30/Eq.32 pressure recovery unless all Gate 1 coefficient rows pass,diagnostic_projection_transport_not_hard_gate
ma2005_wigley_iii_coefficients,53,A53,same_frequency_ab_pair,22,1.7249999999999999,0.575,0.07499999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,false,diagnostic-only; projection transport evidence cannot replace Eq.30/Eq.32 pressure recovery unless all Gate 1 coefficient rows pass,diagnostic_projection_transport_not_hard_gate
ma2005_wigley_iii_coefficients,53,A53,same_frequency_ab_pair,23,1.7999999999999998,0.6,0.07500000000000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,false,diagnostic-only; projection transport evidence cannot replace Eq.30/Eq.32 pressure recovery unless all Gate 1 coefficient rows pass,diagnostic_projection_transport_not_hard_gate
ma2005_wigley_iii_coefficients,53,A53,same_frequency_ab_pair,24,1.875,0.625,0.07500000000000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,false,diagnostic-only; projection transport evidence cannot replace Eq.30/Eq.32 pressure recovery unless all Gate 1 coefficient rows pass,diagnostic_projection_transport_not_hard_gate
ma2005_wigley_iii_coefficients,53,A53,same_frequency_ab_pair,25,1.95,0.65,0.07499999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,false,diagnostic-only; projection transport evidence cannot replace Eq.30/Eq.32 pressure recovery unless all Gate 1 coefficient rows pass,diagnostic_projection_transport_not_hard_gate
ma2005_wigley_iii_coefficients,53,A53,same_frequency_ab_pair,26,2.025,0.6749999999999999,0.07500000000000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,false,diagnostic-only; projection transport evidence cannot replace Eq.30/Eq.32 pressure recovery unless all Gate 1 coefficient rows pass,diagnostic_projection_transport_not_hard_gate
ma2005_wigley_iii_coefficients,53,A53,same_frequency_ab_pair,27,2.1,0.7000000000000001,0.07499999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,false,diagnostic-only; projection transport evidence cannot replace Eq.30/Eq.32 pressure recovery unless all Gate 1 coefficient rows pass,diagnostic_projection_transport_not_hard_gate
ma2005_wigley_iii_coefficients,53,A53,same_frequency_ab_pair,28,2.175,0.725,0.07499999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,false,diagnostic-only; projection transport evidence cannot replace Eq.30/Eq.32 pressure recovery unless all Gate 1 coefficient rows pass,diagnostic_projection_transport_not_hard_gate
ma2005_wigley_iii_coefficients,53,A53,same_frequency_ab_pair,29,2.25,0.75,0.07499999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,false,diagnostic-only; projection transport evidence cannot replace Eq.30/Eq.32 pressure recovery unless all Gate 1 coefficient rows pass,diagnostic_projection_transport_not_hard_gate
ma2005_wigley_iii_coefficients,53,A53,same_frequency_ab_pair,30,2.3249999999999997,0.7749999999999999,0.07499999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,false,diagnostic-only; projection transport evidence cannot replace Eq.30/Eq.32 pressure recovery unless all Gate 1 coefficient rows pass,diagnostic_projection_transport_not_hard_gate
ma2005_wigley_iii_coefficients,53,A53,same_frequency_ab_pair,31,2.4,0.7999999999999999,0.07500000000000018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,false,diagnostic-only; projection transport evidence cannot replace Eq.30/Eq.32 pressure recovery unless all Gate 1 coefficient rows pass,diagnostic_projection_transport_not_hard_gate
ma2005_wigley_iii_coefficients,53,A53,same_frequency_ab_pair,32,2.475,0.8250000000000001,0.07499999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,false,diagnostic-only; projection transport evidence cannot replace Eq.30/Eq.32 pressure recovery unless all Gate 1 coefficient rows pass,diagnostic_projection_transport_not_hard_gate
ma2005_wigley_iii_coefficients,53,A53,same_frequency_ab_pair,33,2.55,0.85,0.07499999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,false,diagnostic-only; projection transport evidence cannot replace Eq.30/Eq.32 pressure recovery unless all Gate 1 coefficient rows pass,diagnostic_projection_transport_not_hard_gate
ma2005_wigley_iii_coefficients,53,A53,same_frequency_ab_pair,34,2.625,0.875,0.07499999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,false,diagnostic-only; projection transport evidence cannot replace Eq.30/Eq.32 pressure recovery unless all Gate 1 coefficient rows pass,diagnostic_projection_transport_not_hard_gate
ma2005_wigley_iii_coefficients,53,A53,same_frequency_ab_pair,35,2.6999999999999997,0.8999999999999999,0.07499999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,false,diagnostic-only; projection transport evidence cannot replace Eq.30/Eq.32 pressure recovery unless all Gate 1 coefficient rows pass,diagnostic_projection_transport_not_hard_gate
ma2005_wigley_iii_coefficients,53,A53,same_frequency_ab_pair,36,2.775,0.9249999999999999,0.07500000000000018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,false,diagnostic-only; projection transport evidence cannot replace Eq.30/Eq.32 pressure recovery unless all Gate 1 coefficient rows pass,diagnostic_projection_transport_not_hard_gate
ma2005_wigley_iii_coefficients,53,A53,same_frequency_ab_pair,37,2.85,0.9500000000000001,0.07499999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,false,diagnostic-only; projection transport evidence cannot replace Eq.30/Eq.32 pressure recovery unless all Gate 1 coefficient rows pass,diagnostic_projection_transport_not_hard_gate
ma2005_wigley_iii_coefficients,53,A53,same_frequency_ab_pair,38,2.925,0.975,0.03749999999999987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,false,diagnostic-only; projection transport evidence cannot replace Eq.30/Eq.32 pressure recovery unless all Gate 1 coefficient rows pass,diagnostic_projection_transport_not_hard_gate
ma2005_wigley_iii_coefficients,53,B53,same_frequency_ab_pair,0,0.075,0.024999999999999998,0.0375,16.115599729773745,28.212262937698,-0.2004694032963335,-12.096663207924257,28.412732340994335,0.6043349898665155,1.057959860163675,-0.007517602623612506,-0.4536248702971596,0.11192284740551006,first_active_station;peak_abs_direct_transport_residual;near_aft_startup_region,false,diagnostic-only; projection transport evidence cannot replace Eq.30/Eq.32 pressure recovery unless all Gate 1 coefficient rows pass,diagnostic_projection_transport_not_hard_gate
ma2005_wigley_iii_coefficients,53,B53,same_frequency_ab_pair,1,0.15,0.049999999999999996,0.07499999999999998,-5.891385227694885,-11.037099931056353,0.2654812689272494,5.145714703361467,-11.302581199983601,-0.4418538920771163,-0.8277824948292263,0.0199110951695437,0.38592860275210994,0.09522014982765502,near_aft_startup_region,false,diagnostic-only; projection transport evidence cannot replace Eq.30/Eq.32 pressure recovery unless all Gate 1 coefficient rows pass,diagnostic_projection_transport_not_hard_gate
ma2005_wigley_iii_coefficients,53,B53,same_frequency_ab_pair,2,0.22499999999999998,0.075,0.075,-11.527143019668538,-12.48658933991507,-1.5225363838084136,0.9594463202465321,-10.964052956106658,-0.8645357264751403,-0.9364942004936303,-0.11419022878563101,0.0719584740184899,0.01775431162279295,none,false,diagnostic-only; projection transport evidence cannot replace Eq.30/Eq.32 pressure recovery unless all Gate 1 coefficient rows pass,diagnostic_projection_transport_not_hard_gate
ma2005_wigley_iii_coefficients,53,B53,same_frequency_ab_pair,3,0.3,0.09999999999999999,0.07500000000000001,5.855888284994709,1.7857796213035944,-1.2621572399462275,4.070108663691115,3.047936861249822,0.4391916213746032,0.1339334715977696,-0.09466179299596708,0.30525814977683363,0.07531633196032642,none,false,diagnostic-only; projection transport evidence cannot replace Eq.30/Eq.32 pressure recovery unless all Gate 1 coefficient rows pass,diagnostic_projection_transport_not_hard_gate
ma2005_wigley_iii_coefficients,53,B53,same_frequency_ab_pair,4,0.375,0.125,0.07499999999999998,-0.23786031189601714,-2.591909875061632,-1.4874372854757225,2.354049563165615,-1.1044725895859093,-0.01783952339220128,-0.19439324062962235,-0.11155779641067916,0.17655371723742108,0.043561092098620725,none,false,diagnostic-only; projection transport evidence cannot replace Eq.30/Eq.32 pressure recovery unless all Gate 1 coefficient rows pass,diagnostic_projection_transport_not_hard_gate
ma2005_wigley_iii_coefficients,53,B53,same_frequency_ab_pair,5,0.44999999999999996,0.15,0.07500000000000001,-1.4544939376941843,-3.076454509149518,-1.8127382563759211,1.6219605714553333,-1.263716252773597,-0.10908704532706384,-0.23073408818621388,-0.1359553692281941,0.12164704285915001,0.03001397036793254,none,false,diagnostic-only; projection transport evidence cannot replace Eq.30/Eq.32 pressure recovery unless all Gate 1 coefficient rows pass,diagnostic_projection_transport_not_hard_gate
ma2005_wigley_iii_coefficients,53,B53,same_frequency_ab_pair,6,0.525,0.17500000000000002,0.07500000000000001,-1.9179794123731448,-2.882412687811475,-2.1895744846488365,0.9644332754383304,-0.6928382031626384,-0.1438484559279859,-0.21618095158586065,-0.16421808634866275,0.07233249565787479,0.017846593967991115,none,false,diagnostic-only; projection transport evidence cannot replace Eq.30/Eq.32 pressure recovery unless all Gate 1 coefficient rows pass,diagnostic_projection_transport_not_hard_gate
ma2005_wigley_iii_coefficients,53,B53,same_frequency_ab_pair,7,0.6,0.19999999999999998,0.07499999999999996,-2.010604128785994,-2.300370870733291,-2.5952634137404864,0.28976674194729674,0.2948925430071954,-0.15079530965894947,-0.17252781530499672,-0.19464475603053635,0.021732505646047243,0.005362060311130084,none,false,diagnostic-only; projection transport evidence cannot replace Eq.30/Eq.32 pressure recovery unless all Gate 1 coefficient rows pass,diagnostic_projection_transport_not_hard_gate
ma2005_wigley_iii_coefficients,53,B53,same_frequency_ab_pair,8,0.6749999999999999,0.22499999999999998,0.07500000000000001,-1.7643718712683294,-1.3552010275137918,-3.005928185627405,-0.4091708437545376,1.6507271581136131,-0.13232789034512474,-0.1016400770635344,-0.2254446139220554,-0.030687813281590325,0.007571603031540675,none,false,diagnostic-only; projection transport evidence cannot replace Eq.30/Eq.32 pressure recovery unless all Gate 1 coefficient rows pass,diagnostic_projection_transport_not_hard_gate
ma2005_wigley_iii_coefficients,53,B53,same_frequency_ab_pair,9,0.75,0.25,0.07500000000000001,-1.1265716422397327,-0.02059379759390351,-3.3853563019913437,-1.1059778446458293,3.36476250439744,-0.08449287316797997,-0.0015445348195427635,-0.2539017226493508,-0.0829483383484372,0.02046584044087163,none,false,diagnostic-only; projection transport evidence cannot replace Eq.30/Eq.32 pressure recovery unless all Gate 1 coefficient rows pass,diagnostic_projection_transport_not_hard_gate
ma2005_wigley_iii_coefficients,53,B53,same_frequency_ab_pair,10,0.825,0.27499999999999997,0.07499999999999996,-0.09490856467812318,1.6530271623211235,-3.6784886263432517,-1.7479357269992466,5.331515788664375,-0.007118142350859235,0.12397703717408419,-0.2758866469757437,-0.13109517952494343,0.032345108776678254,none,false,diagnostic-only; projection transport evidence cannot replace Eq.30/Eq.32 pressure recovery unless all Gate 1 coefficient rows pass,diagnostic_projection_transport_not_hard_gate
ma2005_wigley_iii_coefficients,53,B53,same_frequency_ab_pair,11,0.8999999999999999,0.3,0.07500000000000001,1.1403640444817502,3.406437689263834,-3.8184385869088975,-2.2660736447820837,7.224876276172731,0.08552730333613127,0.25548282669478756,-0.28638289401816736,-0.1699555233586563,0.04193311996790137,none,false,diagnostic-only; projection transport evidence cannot replace Eq.30/Eq.32 pressure recovery unless all Gate 1 coefficient rows pass,diagnostic_projection_transport_not_hard_gate
ma2005_wigley_iii_coefficients,53,B53,same_frequency_ab_pair,12,0.975,0.325,0.07500000000000007,2.1819740281943774,4.780828484905164,-3.756217465508799,-2.5988544567107863,8.537045950413964,0.16364805211457845,0.3585621363678876,-0.28171630991316016,-0.19491408425330914,0.04809114477073778,none,false,diagnostic-only; projection transport evidence cannot replace Eq.30/Eq.32 pressure recovery unless all Gate 1 coefficient rows pass,diagnostic_projection_transport_not_hard_gate
ma2005_wigley_iii_coefficients,53,B53,same_frequency_ab_pair,13,1.05,0.35000000000000003,0.07500000000000001,2.6556255171406735,5.375374211595243,-3.4976419542434756,-2.719748694454571,8.873016165838719,0.19917191378555055,0.40315306586964333,-0.2623231465682607,-0.20398115208409284,0.05032826207997048,none,false,diagnostic-only; projection transport evidence cannot replace Eq.30/Eq.32 pressure recovery unless all Gate 1 coefficient rows pass,diagnostic_projection_transport_not_hard_gate
ma2005_wigley_iii_coefficients,53,B53,same_frequency_ab_pair,14,1.125,0.375,0.07499999999999996,2.487188093415642,5.137652681655929,-3.1085547670742204,-2.650464588240287,8.246207448730148,0.18653910700617304,0.38532395112419443,-0.2331416075305664,-0.19878484411802141,0.04904617720843849,none,false,diagnostic-only; projection transport evidence cannot replace Eq.30/Eq.32 pressure recovery unless all Gate 1 coefficient rows pass,diagnostic_projection_transport_not_hard_gate
ma2005_wigley_iii_coefficients,53,B53,same_frequency_ab_pair,15,1.2,0.39999999999999997,0.07499999999999996,1.9101101881583329,4.360560082288393,-2.6776365905372486,-2.450449894130061,7.038196672825642,0.1432582641118749,0.3270420061716293,-0.20082274429029354,-0.18378374205975445,0.04534495585458714,none,false,diagnostic-only; projection transport evidence cannot replace Eq.30/Eq.32 pressure recovery unless all Gate 1 coefficient rows pass,diagnostic_projection_transport_not_hard_gate
ma2005_wigley_iii_coefficients,53,B53,same_frequency_ab_pair,16,1.275,0.425,0.07499999999999996,1.2348050674346898,3.4240924549529983,-2.273884556931438,-2.1892873875183088,5.697977011884437,0.09261038005760168,0.2568069341214747,-0.17054134176985775,-0.16419655406387307,0.040512209687627705,none,false,diagnostic-only; projection transport evidence cannot replace Eq.30/Eq.32 pressure recovery unless all Gate 1 coefficient rows pass,diagnostic_projection_transport_not_hard_gate
ma2005_wigley_iii_coefficients,53,B53,same_frequency_ab_pair,17,1.3499999999999999,0.44999999999999996,0.07500000000000007,0.6613004133510102,2.5827047249549357,-1.9311807261215013,-1.9214043116039254,4.513885451076437,0.04959753100132581,0.19370285437162035,-0.14483855445911273,-0.14410532337029452,0.03555510108458034,none,false,diagnostic-only; projection transport evidence cannot replace Eq.30/Eq.32 pressure recovery unless all Gate 1 coefficient rows pass,diagnostic_projection_transport_not_hard_gate
ma2005_wigley_iii_coefficients,53,B53,same_frequency_ab_pair,18,1.425,0.47500000000000003,0.07500000000000007,0.25407069512046976,1.9311807261215008,-1.6562442208844455,-1.6771100310010307,3.5874249470059456,0.019055302134035248,0.1448385544591127,-0.12421831656633352,-0.12578325232507742,0.031034497175885023,none,false,diagnostic-only; projection transport evidence cannot replace Eq.30/Eq.32 pressure recovery unless all Gate 1 coefficient rows pass,diagnostic_projection_transport_not_hard_gate
ma2005_wigley_iii_coefficients,53,B53,same_frequency_ab_pair,19,1.5,0.5,0.07499999999999996,-0.0,1.4671448915373517,-1.4422272620656111,-1.4671448915373517,2.909372153602963,-0.0,0.11003586686530131,-0.10816704465492077,-0.11003586686530131,0.027149145346088522,none,false,diagnostic-only; projection transport evidence cannot replace Eq.30/Eq.32 pressure recovery unless all Gate 1 coefficient rows pass,diagnostic_projection_transport_not_hard_gate
ma2005_wigley_iii_coefficients,53,B53,same_frequency_ab_pair,20,1.575,0.525,0.07499999999999996,-0.1385073000015471,1.152360894305388,-1.2780455621902584,-1.290868194306935,2.4304064564956462,-0.010388047500116026,0.08642706707290405,-0.09585341716426933,-0.09681511457302006,0.023887189623895157,none,false,diagnostic-only; projection transport evidence cannot replace Eq.30/Eq.32 pressure recovery unless all Gate 1 coefficient rows pass,diagnostic_projection_transport_not_hard_gate
ma2005_wigley_iii_coefficients,53,B53,same_frequency_ab_pair,21,1.65,0.5499999999999999,0.07499999999999996,-0.19985604915289706,0.942345637949433,-1.152360894305388,-1.1422016871023302,2.094706532254821,-0.014989203686467271,0.07067592284620744,-0.08642706707290405,-0.08566512653267472,0.0211361534886953,none,false,diagnostic-only; projection transport evidence cannot replace Eq.30/Eq.32 pressure recovery unless all Gate 1 coefficient rows pass,diagnostic_projection_transport_not_hard_gate
ma2005_wigley_iii_coefficients,53,B53,same_frequency_ab_pair,22,1.7249999999999999,0.575,0.07499999999999996,-0.2197691871985647,0.7928230302672385,-1.0542456126963748,-1.0125922174658033,1.8470686429636136,-0.01648268903989234,0.059461727270042855,-0.07906842095222806,-0.0759444163099352,0.018737763016364824,none,false,diagnostic-only; projection transport evidence cannot replace Eq.30/Eq.32 pressure recovery unless all Gate 1 coefficient rows pass,diagnostic_projection_transport_not_hard_gate
ma2005_wigley_iii_coefficients,53,B53,same_frequency_ab_pair,23,1.7999999999999998,0.6,0.07500000000000007,-0.23397374581946223,0.6585363286602123,-0.9725919622863133,-0.8925100744796746,1.6311282909465257,-0.017548030936459683,0.049390224649515965,-0.07294439717147357,-0.06693825558597565,0.01651567331533739,none,false,diagnostic-only; projection transport evidence cannot replace Eq.30/Eq.32 pressure recovery unless all Gate 1 coefficient rows pass,diagnostic_projection_transport_not_hard_gate
ma2005_wigley_iii_coefficients,53,B53,same_frequency_ab_pair,24,1.875,0.625,0.07500000000000007,-0.275524103182823,0.49762329593988397,-0.8959618990819094,-0.7731473991227069,1.3935851950217937,-0.020664307738711744,0.037321747195491334,-0.06719714243114326,-0.05798605493420307,0.014306897180917136,none,false,diagnostic-only; projection transport evidence cannot replace Eq.30/Eq.32 pressure recovery unless all Gate 1 coefficient rows pass,diagnostic_projection_transport_not_hard_gate
ma2005_wigley_iii_coefficients,53,B53,same_frequency_ab_pair,25,1.95,0.65,0.07499999999999996,-0.36073310543085035,0.28815329991871896,-0.8142690735041701,-0.6488864053495694,1.102422373422889,-0.02705498290731376,0.02161149749390391,-0.061070180512812725,-0.048666480401217675,0.012007478902425687,none,false,diagnostic-only; projection transport evidence cannot replace Eq.30/Eq.32 pressure recovery unless all Gate 1 coefficient rows pass,diagnostic_projection_transport_not_hard_gate
ma2005_wigley_iii_coefficients,53,B53,same_frequency_ab_pair,26,2.025,0.6749999999999999,0.07500000000000007,-0.47297884136174256,0.04637874132952707,-0.7223022993209979,-0.5193575826912696,0.768681040650525,-0.03547341310213072,0.0034784055997145336,-0.054172672449074886,-0.038951818701845255,0.009610580782040992,none,false,diagnostic-only; projection transport evidence cannot replace Eq.30/Eq.32 pressure recovery unless all Gate 1 coefficient rows pass,diagnostic_projection_transport_not_hard_gate
ma2005_wigley_iii_coefficients,53,B53,same_frequency_ab_pair,27,2.1,0.7000000000000001,0.07499999999999996,-0.5679727963753349,-0.17870119146536878,-0.622296490460509,-0.38927160490996615,0.44359529899514033,-0.042597959728150094,-0.01340258935990265,-0.04667223678453815,-0.029195370368247445,0.007203372646945388,none,false,diagnostic-only; projection transport evidence cannot replace Eq.30/Eq.32 pressure recovery unless all Gate 1 coefficient rows pass,diagnostic_projection_transport_not_hard_gate
