case,x,panel,chain_real,chain_imag,pressure_delta_real,pressure_delta_imag
fn167,1.7902623815836317e-05,0,-8.340133120049724e-15,-2.0424992876473224e-14,2.835645260816906e-11,6.944497578000896e-11
fn167,1.7902623815836317e-05,1,-4.9771354411611625e-15,-1.4523314191376318e-14,1.6922260499947953e-11,4.937926825067948e-11
fn167,1.7902623815836317e-05,2,-3.3918559784233067e-15,-1.3378883598006458e-14,1.1532310326639242e-11,4.548820423322196e-11
fn167,1.7902623815836317e-05,3,-1.427514024033004e-15,-8.439709708767675e-15,4.8535476817122135e-12,2.8695013009810093e-11
fn167,1.7902623815836317e-05,4,4.2497844435063765e-17,-5.618648149310554e-15,-1.444926710792168e-13,1.9103403707655884e-11
fn167,1.7902623815836317e-05,5,9.169204940404211e-16,-3.5157663074491147e-15,-3.117529679737432e-12,1.195360544532699e-11
fn167,1.7902623815836317e-05,6,1.3712258095443304e-15,-4.3713732023066365e-15,-4.662167752450724e-12,1.4862668887842565e-11
fn167,1.7902623815836317e-05,7,1.9828555611192367e-15,-4.043880895514658e-15,-6.741708907805405e-12,1.3749195044749838e-11
fn167,1.7902623815836317e-05,8,2.7966996635217424e-15,-2.267268729528267e-15,-9.508778855973925e-12,7.708713680396108e-12
fn167,1.7902623815836317e-05,9,2.7921701229634283e-15,-2.826848325869942e-15,-9.493378418075657e-12,9.611284307957803e-12
fn167,1.7902623815836317e-05,10,3.4558245934847325e-15,-9.441010573457044e-16,-1.174980361784809e-11,3.209943594975395e-12
fn167,1.7902623815836317e-05,11,3.7290949871637665e-15,1.46747123071822e-16,-1.2678922956356806e-11,-4.989402184441948e-13
fn167,1.7902623815836317e-05,12,4.7485401791758956e-15,6.604380173250678e-16,-1.6145036609198046e-11,-2.2454892589052305e-12
fn167,1.7902623815836317e-05,13,4.075061559321628e-15,-2.957922826018751e-16,-1.3855209301693534e-11,1.0056937608463754e-12
fn167,1.7902623815836317e-05,14,3.611424797540249e-15,4.4134309444968987e-16,-1.2278844311636845e-11,-1.5005665211289455e-12
fn167,1.7902623815836317e-05,15,5.908185821884474e-15,1.586014941930342e-15,-2.008783179440721e-11,-5.392450802563163e-12
fn167,1.7902623815836317e-05,16,5.8402621894262666e-15,2.193135825602304e-15,-1.9856891444049305e-11,-7.456661807047834e-12
fn167,1.7902623815836317e-05,17,5.676608493856194e-15,2.1793651329778515e-15,-1.930046887911106e-11,-7.409841452124695e-12
fn167,1.7902623815836317e-05,18,5.132181865575628e-15,2.356154772203452e-15,-1.7449418342957136e-11,-8.010926225491737e-12
fn167,1.7902623815836317e-05,19,5.654410987668275e-15,2.8763460489836507e-15,-1.9224997358072136e-11,-9.779576566544412e-12
fn167,1.7902623815836317e-05,20,5.422548700361164e-15,2.4834532129636123e-15,-1.8436665581227957e-11,-8.443740924076282e-12
fn167,1.7902623815836317e-05,21,6.498401934685476e-15,3.633143546110885e-15,-2.209456657793062e-11,-1.2352688056777009e-11
fn167,1.7902623815836317e-05,22,6.413631382071684e-15,3.4565872229347264e-15,-2.1806346699043725e-11,-1.175239655797807e-11
fn167,1.7902623815836317e-05,23,5.78794279612817e-15,3.318399717411464e-15,-1.9679005506835777e-11,-1.1282559039198977e-11
fn167,1.7902623815836317e-05,24,5.208934295467032e-15,3.135057893398511e-15,-1.771037660458791e-11,-1.0659196837554937e-11
fn167,1.7902623815836317e-05,25,7.355521097260188e-15,4.472991753416525e-15,-2.500877173068464e-11,-1.5208171961616186e-11
fn167,1.7902623815836317e-05,26,6.675091777365224e-15,4.172143869589439e-15,-2.2695312043041763e-11,-1.4185289156604093e-11
fn167,1.7902623815836317e-05,27,4.679127084343597e-15,2.9261321502041813e-15,-1.5909032086768232e-11,-9.948849310694216e-12
fn167,1.7902623815836317e-05,28,3.761512708474574e-15,2.3718110813464337e-15,-1.2789143208813553e-11,-8.064157676577874e-12
fn167,1.7902623815836317e-05,29,6.698474524850589e-15,4.242515328477925e-15,-2.2774813384492004e-11,-1.4424552116824944e-11
fn167,1.7902623815836317e-05,30,6.719629066650196e-15,4.255103298985252e-15,-2.2846738826610667e-11,-1.4467351216549857e-11
fn167,1.7902623815836317e-05,31,3.8408589204688595e-15,2.416182407074129e-15,-1.3058920329594123e-11,-8.215020184052038e-12
fn167,1.7902623815836317e-05,32,4.455371230783494e-15,2.8094530999093644e-15,-1.514826218466388e-11,-9.552140539691838e-12
fn167,1.7902623815836317e-05,33,6.392972598877249e-15,4.03561993572976e-15,-2.1736106836182646e-11,-1.3721107781481184e-11
fn167,1.7902623815836317e-05,34,5.978863516219688e-15,3.7405086823346275e-15,-2.032813595514694e-11,-1.2717729519937733e-11
fn167,1.7902623815836317e-05,35,7.206514996697063e-15,4.384005052412739e-15,-2.4502150988770012e-11,-1.4905617178203313e-11
fn167,1.7902623815836317e-05,36,5.787942796128067e-15,3.318399717411455e-15,-1.9679005506835428e-11,-1.1282559039198948e-11
fn167,1.7902623815836317e-05,37,5.96217592318149e-15,3.3177662626691446e-15,-2.0271398138817067e-11,-1.1280405293075091e-11
fn167,1.7902623815836317e-05,38,6.923491972717715e-15,3.740003164560409e-15,-2.353987270724023e-11,-1.2716010759505391e-11
