benchmark,candidate_name,candidate_order,known_potential_rhs_scale,unknown_normal_column_scale,row_count,pass_count,fail_count,pass_fraction,median_gate_error_ratio,max_gate_error_ratio,median_gate_ratio_delta_vs_current,max_gate_ratio_delta_vs_current,improved_row_count,worsened_row_count,median_heave_free_surface_potential_norm_max,median_heave_inner_free_surface_normal_derivative_norm_max,median_selected_body_pressure_to_body_potential_gain_max,max_abs_selected_pressure_gradient_component_value,candidate_gate_status,gate_role,path_diagnostic_status
ma2005_wigley_iii_coefficients,known_phi_free_rhs_removed,1,0.0,1.0,8,1,7,0.125,5.553146033814751,21.467522707071097,-35.934853584588076,-6.805404583940932,8,0,13.48923622433908,2.3909174752042697,80216.7962113143,0.5168474835946075,FAIL,diagnostic_inner_free_surface_block_coupling_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,known_phi_free_rhs_one_over_2pi,6,0.15915494309189535,1.0,8,0,8,0.0,25.525075945602044,118.87593388973058,-18.995342594296847,101.42607621664395,6,2,9.286072264828963,5.678434914017355,80284.11962468413,7.053561969314579,FAIL,diagnostic_inner_free_surface_block_coupling_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,unknown_phi_n_free_column_2pi,10,1.0,6.283185307179586,8,0,8,0.0,25.525075945602048,118.8759338897306,-18.995342594296847,101.42607621664398,6,2,1.4779243028560813,0.9037509855914638,80284.11962468413,7.05356196931458,FAIL,diagnostic_inner_free_surface_block_coupling_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,current_default,0,1.0,1.0,8,0,8,0.0,39.19004240880539,155.8299141738862,0.0,0.0,0,0,3.8059792696370134,11.033983484439226,81110.78023803601,9.956304499465043,FAIL,diagnostic_inner_free_surface_block_coupling_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,both_free_blocks_2pi,11,6.283185307179586,6.283185307179586,8,0,8,0.0,39.19004240880538,155.8299141738863,0.0,8.526512829121202e-14,3,3,0.6057404140680122,1.7561130135428376,81110.78023803601,9.956304499465046,FAIL,diagnostic_inner_free_surface_block_coupling_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,both_free_blocks_one_over_2pi,8,0.15915494309189535,0.15915494309189535,8,0,8,0.0,39.19004240880539,155.82991417388632,0.0,1.1368683772161603e-13,1,3,23.91367302641337,69.32856290909075,81110.78023803598,9.956304499465046,FAIL,diagnostic_inner_free_surface_block_coupling_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,known_phi_free_rhs_2pi,9,6.283185307179586,1.0,8,0,8,0.0,46.78740608009106,234.469407426183,-4.277669702947566,217.01954975309638,4,4,1.1882920375605899,15.917681816993799,119573.83851304231,5.0384946766969,FAIL,diagnostic_inner_free_surface_block_coupling_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,unknown_phi_n_free_column_one_over_2pi,7,1.0,0.15915494309189535,8,0,8,0.0,46.78740608009106,234.4694074261831,-4.277669702947573,217.01954975309647,4,4,7.466259071039193,100.01374451689517,119573.83851304228,5.038494676696899,FAIL,diagnostic_inner_free_surface_block_coupling_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,known_phi_free_rhs_flipped,2,-1.0,1.0,8,0,8,0.0,4787.143710445872,17389.501422426038,4685.113516196378,17372.05156475295,0,8,395.95078487884814,2453.874427523324,79131.60462227016,705.6051404297109,FAIL,diagnostic_inner_free_surface_block_coupling_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,unknown_phi_n_free_column_flipped,4,1.0,-1.0,8,0,8,0.0,4787.143710445872,17389.501422426038,4685.113516196378,17372.05156475295,0,8,395.95078487884814,2453.874427523324,79131.60462227016,705.6051404297109,FAIL,diagnostic_inner_free_surface_block_coupling_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,unknown_phi_n_free_column_removed,3,1.0,0.0,8,0,8,0.0,,,,,0,0,,,,,FAIL,diagnostic_inner_free_surface_block_coupling_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,both_free_blocks_removed,5,0.0,0.0,8,0,8,0.0,,,,,0,0,,,,,FAIL,diagnostic_inner_free_surface_block_coupling_candidate_not_hard_gate,INFO
