node_index,normal_displacement
0,0.00017793913848265883
1,0.00018922767353387294
2,0.0002097890509271638
3,0.00023625087842440174
4,0.0002649709884698303
5,0.00029317302053244205
6,0.00031973925615738093
7,0.0003453977217702639
8,0.00037226344683225247
9,0.0004029306103870474
10,0.00043947684669890343
11,0.00048277204416892944
12,0.0005323678311451288
13,0.0005870200414675045
14,0.0006456443329864135
15,0.0007083168999402634
16,0.000776880028235066
17,0.0008548221155115276
18,0.0009463430303287006
19,0.0010548098909191935
20,0.0011810550887816807
21,0.0013220792090724767
22,0.0014706505471820028
23,0.001616053748697501
24,0.0017459027947569871
25,0.0018486028406893827
26,0.001915826905131106
27,0.0019443391446872659
28,0.0019366611730616083
29,0.001900393854147415
30,0.0018463790821161307
31,0.0017862020415977398
32,0.001729700563009613
33,0.0016831183346694522
34,0.0016483278852444637
35,0.001623227193340349
36,0.001603081559874575
37,0.001582339564039336
38,0.0015563655390384856
39,0.0015226160796315657
40,0.0014810056795887274
41,0.0014334791453113028
42,0.001383046771587015
43,0.0013326708335730081
44,0.001284386609769399
45,0.001238912840662265
46,0.001195808988776242
47,0.001154041907758732
48,0.0011126975720733576
49,0.0010715511553857932
50,0.0010312892137656774
51,0.0009933241503597232
52,0.0009592967004457538
53,0.0009304711701862681
54,0.0009072552736048528
55,0.000889017703330625
56,0.0008742588258697473
57,0.0008610592161006162
58,0.0008476350198693794
59,0.000832800846646138
60,0.0008161863952412397
61,0.0007981516679835774
62,0.0007794586640809526
63,0.0007608428760658311
64,0.0007426558905604422
65,0.000724713446375912
66,0.0007063980416111095
67,0.0006869652039935563
68,0.0006659254655425774
69,0.0006433476575790279
70,0.000619961465272663
71,0.0005970144591525211
72,0.0005759311770853184
73,0.0005578947744969869
74,0.0005434989599434883
75,0.0005325905892434725
76,0.0005243528255541076
77,0.0005175920509029627
78,0.0005111207810371218
79,0.0005040990595304038
80,0.0004962178087815972
81,0.00048767019533514535
82,0.00047893709077105704
83,0.0004704803391842017
84,0.0004624683012805686
85,0.0004546417330737351
86,0.0004463717577582308
87,0.00043688726494894734
88,0.0004255844414251146
89,0.00041230000520767933
90,0.00039744297929798637
91,0.0003819318861307294
92,0.00036695534378117304
93,0.00035363787475579397
94,0.00034272612649672787
95,0.0003344020259221825
96,0.00032828257395900863
97,0.00032359875142147954
98,0.000319483127605778
99,0.0003152598925801589
100,0.000310634509168181
101,0.0003057207516305395
102,0.00030090486920520245
103,0.0002966068546101827
104,0.00029303533958948596
105,0.00029003265507712397
106,0.0002870708823097719
107,0.00028340212809217476
108,0.00027830834619489426
109,0.00027135904960211407
110,0.0002625824039890421
111,0.000252486935368581
112,0.00024192526330931645
113,0.00023184777558050263
114,0.00022303242148732333
115,0.0002158832971783504
116,0.00021036373606540484
117,0.00020607971636672334
118,0.00020247519334055274
119,0.0001990622541199477
120,0.00019559949331472942
121,0.00019215447303912988
122,0.0001890315788790384
123,0.00018659781470095228
124,0.0001850771313088818
125,0.0001843949986868196
126,0.00018413548679444464
127,0.00018363076244216935
128,0.00018215354996680344
129,0.000179144947926312
130,0.00017439685215789172
131,0.00016812455621599678
132,0.0001609045178238276
133,0.00015350013285174321
134,0.00014663718477038738
135,0.00014080658722534202
136,0.0001361598420509996
137,0.00013252735338844157
138,0.00012954470279819469
139,0.0001268337784164483
140,0.0001241679788195719
141,0.00012155949359982924
142,0.00011923802033809237
143,0.00011753216755461218
144,0.00011670157806028515
145,0.00011678604873619852
146,0.00011753125218872246
147,0.00011842197040600216
148,0.0001188139332962788
149,0.00011811918751621467
150,0.00011598056626551851
151,0.00011237506368421522
152,0.00010761177744729507
153,0.00010222776694763934
154,9.682077786525443e-05
155,9.187846460664355e-05
156,8.766238620949647e-05
157,8.418274636157508e-05
158,8.12653025790919e-05
159,7.867805472788459e-05
160,7.626462582061426e-05
161,7.403094094778526e-05
162,7.215149370466136e-05
163,7.089340348348458e-05
164,7.048849912510777e-05
165,7.100389578746146e-05
166,7.22626206675247e-05
167,7.384763949427343e-05
168,7.519210246103573e-05
169,7.572715067814557e-05
170,7.503774700891102e-05
171,7.297418407327366e-05
172,6.968290563872292e-05
