benchmark,candidate_name,candidate_order,known_potential_rhs_scale,unknown_normal_column_scale,row_count,pass_count,fail_count,pass_fraction,median_gate_error_ratio,max_gate_error_ratio,median_gate_ratio_delta_vs_current,max_gate_ratio_delta_vs_current,improved_row_count,worsened_row_count,median_heave_free_surface_potential_norm_max,median_heave_inner_free_surface_normal_derivative_norm_max,median_selected_body_pressure_to_body_potential_gain_max,max_abs_selected_pressure_gradient_component_value,candidate_gate_status,gate_role,path_diagnostic_status
ma2005_wigley_iii_coefficients,known_phi_free_rhs_removed,1,0.0,1.0,8,2,6,0.25,3.3528452437994085,11.53608234135179,-93.99079742207013,-80.14107355658079,8,0,31.415561693056613,5.004173023953478,103321.15608219127,0.2334589412068301,FAIL,diagnostic_inner_free_surface_block_coupling_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,unknown_phi_n_free_column_2pi,10,1.0,6.283185307179586,8,0,8,0.0,19.34340653575787,50.06982339275924,-83.35483684320235,-70.98331822242329,8,0,4.5707246924857134,7.466617604487527,103182.15290146685,5.624435343264189,FAIL,diagnostic_inner_free_surface_block_coupling_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,known_phi_free_rhs_one_over_2pi,6,0.15915494309189535,1.0,8,0,8,0.0,19.34340653575788,50.0698233927593,-83.35483684320235,-70.98331822242329,8,0,28.71871023098916,46.91414202684446,103182.15290146686,5.624435343264185,FAIL,diagnostic_inner_free_surface_block_coupling_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,current_default,0,1.0,1.0,8,0,8,0.0,99.23737886790161,299.1013432240912,0.0,0.0,0,0,25.90347984209754,267.9906268963068,102459.57454717396,31.774452682370107,FAIL,diagnostic_inner_free_surface_block_coupling_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,both_free_blocks_2pi,11,6.283185307179586,6.283185307179586,8,0,8,0.0,99.23737886790158,299.10134322409124,-2.1316282072803006e-14,7.105427357601002e-14,5,2,4.122666860151092,42.652032972843074,102459.57454717395,31.774452682370125,FAIL,diagnostic_inner_free_surface_block_coupling_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,both_free_blocks_one_over_2pi,8,0.15915494309189535,0.15915494309189535,8,0,8,0.0,99.2373788679016,299.10134322409124,-1.4210854715202004e-14,5.684341886080802e-14,4,1,162.7563639486898,1683.8347693767214,102459.57454717396,31.7744526823701,FAIL,diagnostic_inner_free_surface_block_coupling_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,unknown_phi_n_free_column_one_over_2pi,7,1.0,0.15915494309189535,8,0,8,0.0,142.37650993111603,845.8972874226508,-8.089284913248711,750.0523801084728,5,3,33.200435000126205,1998.475055288577,108117.38751693445,28.80682527203824,FAIL,diagnostic_inner_free_surface_block_coupling_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,known_phi_free_rhs_2pi,9,6.283185307179586,1.0,8,0,8,0.0,142.37650993111603,845.8972874226508,-8.089284913248704,750.0523801084728,5,3,5.284013343071255,318.06718369502573,108117.38751693434,28.80682527203824,FAIL,diagnostic_inner_free_surface_block_coupling_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,known_phi_free_rhs_flipped,2,-1.0,1.0,8,0,8,0.0,34818.90251910615,133335.5246041321,34706.71463337654,133036.42326090802,0,8,57244.298405594294,1111799.8262524933,104210.89947446885,6338.145552809851,FAIL,diagnostic_inner_free_surface_block_coupling_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,unknown_phi_n_free_column_flipped,4,1.0,-1.0,8,0,8,0.0,34818.90251910615,133335.5246041321,34706.71463337654,133036.42326090802,0,8,57244.298405594294,1111799.8262524933,104210.89947446885,6338.145552809851,FAIL,diagnostic_inner_free_surface_block_coupling_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,unknown_phi_n_free_column_removed,3,1.0,0.0,8,0,8,0.0,,,,,0,0,,,,,FAIL,diagnostic_inner_free_surface_block_coupling_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,both_free_blocks_removed,5,0.0,0.0,8,0,8,0.0,,,,,0,0,,,,,FAIL,diagnostic_inner_free_surface_block_coupling_candidate_not_hard_gate,INFO
