cycle_id,start_iteration,end_iteration,state_count,minimum_iteration,minimum_pseudo_time,minimum_kinematic_rms,final_kinematic_rms
37,78,79,2,78,0.0774267843774713,0.0405077231763719,0.0419770221952603
38,80,82,3,82,0.0813852074037463,0.0401609218852358,0.0401609218852358
39,83,84,2,84,0.0833639811579857,0.0409796936210686,0.0409796936210686
40,85,86,2,86,0.0853423883355537,0.0398177338956366,0.0398177338956366
41,87,88,2,88,0.087320543213977,0.0406357099539098,0.0406357099539098
42,89,90,2,90,0.089298333599663,0.0394792551122245,0.0394792551122245
43,91,92,2,92,0.0912758730396117,0.0402960516609811,0.0402960516609811
44,93,94,2,94,0.0932530512502332,0.0391451571847335,0.0391451571847335
45,95,97,3,97,0.0962181256795297,0.0393725305423132,0.0393725305423132
46,98,99,2,98,0.097206551776076,0.0388152230848551,0.0402645506306154
47,100,101,2,101,0.1001707167664112,0.0390441449403821,0.0390441449403821
48,102,103,2,102,0.1011588450997431,0.0384894778717004,0.039934139403834
49,104,105,2,105,0.1041221078383498,0.0387199002230257,0.0387199002230257
50,106,107,2,106,0.1051099407062599,0.0381678963524075,0.0396077557514374
51,108,109,2,109,0.1080723084598034,0.0383997222303172,0.0383997222303172
52,110,111,2,110,0.1090598482233267,0.0378504093855127,0.0392853536676553
53,112,114,3,114,0.1130085772701158,0.0375369724419449,0.0375369724419449
54,115,116,2,116,0.1149825279108012,0.0383441864742268,0.0383441864742268
55,117,118,2,118,0.1169561373349598,0.0372275391699839,0.0372275391699839
56,119,120,2,120,0.1189295065988668,0.0380328378876473,0.0380328378876473
57,121,122,2,122,0.1209025378274132,0.0369220761807322,0.0369220761807322
58,123,124,2,124,0.12287533040724,0.0377253584531831,0.0377253584531831
59,125,126,2,126,0.1248477881058048,0.0366205378445474,0.0366205378445474
60,127,129,3,129,0.1278057885654101,0.0368584357666756,0.0368584357666756
61,130,131,2,130,0.1287918974387912,0.0363228815526237,0.0377315880824377
62,132,133,2,133,0.1317490455041343,0.0365617696734432,0.0365617696734432
63,134,135,2,134,0.13273487498413,0.0360290648853027,0.0374321708699279
64,136,137,2,137,0.1356911775066956,0.0362688703764156,0.0362688703764156
65,138,139,2,138,0.1366767298019583,0.0357390438824689,0.0371364375361084
66,140,141,2,141,0.1396321935579437,0.0359796944862345,0.0359796944862345
67,142,143,2,142,0.1406174708534395,0.0354527745665222,0.0368443473112547
68,144,146,3,146,0.1445571069934915,0.0351703125124606,0.0351703125124606
69,147,148,2,148,0.1465265353520729,0.0359593904601509,0.0359593904601509
70,149,150,2,150,0.1484956469721967,0.0348914277968641,0.0348914277968641
71,151,152,2,152,0.1504645301244008,0.0356778140536911,0.0356778140536911
72,153,154,2,154,0.1524330994344351,0.0346161704865657,0.0346161704865657
73,155,156,2,155,0.1534179599990459,0.0342001293339163,0.0348684525126456
74,157,158,2,158,0.1563749610655737,0.0338386044132102,0.0338386044132102
75,159,160,2,159,0.1573613169960722,0.033379392923956,0.0350424664333291
76,161,163,3,163,0.1613028614413313,0.033394022313606,0.033394022313606
77,164,165,2,165,0.1632728666135373,0.0342499753261791,0.0342499753261791
78,166,167,2,167,0.1652424972616586,0.0331895358946713,0.0331895358946713
79,168,169,2,169,0.1672120187483115,0.0339781539498737,0.0339781539498737
80,170,171,2,171,0.1691812815365039,0.0329282456717055,0.0329282456717055
81,172,173,2,173,0.171150358734035,0.0337260170732823,0.0337260170732823
82,174,175,2,175,0.1731191230618692,0.0326803344279819,0.0326803344279819
83,176,177,2,177,0.1750876822626204,0.0334826270758519,0.0334826270758519
84,178,180,3,179,0.1770559137865069,0.0324410478194435,0.0338140485983464
85,181,182,2,182,0.1800076403727782,0.0327084605118575,0.0327084605118575
86,183,184,2,183,0.1809916671262577,0.0322021344658697,0.0335680111140557
87,185,186,2,186,0.1839426267156845,0.0324684551765396,0.0324684551765396
88,187,188,2,187,0.1849264029934239,0.0319647988077454,0.0333253194351513
89,189,190,2,190,0.1878765989251505,0.0322316954277591,0.0322316954277591
90,191,192,2,191,0.1888601246122312,0.031730653174086,0.0330855014530019
91,193,194,2,194,0.1918095593656685,0.0319978944903414,0.0319978944903414
92,195,196,2,195,0.1927928356091953,0.0314995064943684,0.0328482557585164
93,197,199,3,199,0.1967245429288329,0.0312710949640057,0.0312710949640057
94,200,201,2,201,0.1986900500151189,0.0320531869419478,0.0320531869419478
95,202,203,2,203,0.2006552533631166,0.0310454756581035,0.0310454756581035
96,204,205,2,205,0.2026202638526602,0.0318245384067187,0.0318245384067187
97,206,207,2,207,0.2045849731466664,0.030822715790701,0.030822715790701
98,208,209,2,209,0.2065494902117166,0.0315986449719977,0.0315986449719977
99,210,211,2,211,0.2085137086807024,0.030602789348039,0.030602789348039
100,212,213,2,213,0.2104777355889056,0.0313754917960413,0.0313754917960413
101,214,215,2,215,0.212441466500984,0.0303856799769448,0.0303856799769448
102,216,217,2,217,0.2144050065144595,0.0311550814377352,0.0311550814377352
103,218,220,3,219,0.2163682530910656,0.0301713878818787,0.0314820352561627
104,221,222,2,222,0.219312498899662,0.0304385934034158,0.0304385934034158
105,223,224,2,223,0.2202940749133404,0.0299599045381816,0.0312638008320583
106,225,226,2,226,0.2232375990226598,0.0302269193499219,0.0302269193499219
107,227,228,2,227,0.2242189384409247,0.0297512140958662,0.0310482379575
108,229,230,2,230,0.2271617457461918,0.0300179812176966,0.0300179812176966
109,231,232,2,231,0.2281428501462477,0.0295453014059929,0.030835330176072
110,233,234,2,234,0.2310849455251745,0.0298117635133269,0.0298117635133269
111,235,236,2,235,0.2320658164778071,0.0293421513553008,0.0306250573164735
112,237,239,3,239,0.2359878438646429,0.0291418461301628,0.0291418461301628
113,240,241,2,241,0.2379485305156485,0.029889429146432,0.029889429146432
114,242,243,2,243,0.239908938720798,0.0289441715877407,0.0289441715877407
115,244,245,2,245,0.2418691610801659,0.0296877745879887,0.0296877745879887
116,246,247,2,247,0.2438291074264001,0.0287491998940028,0.0287491998940028
117,248,249,2,248,0.2448097370099175,0.0283811083224654,0.0288277339949101
118,250,251,2,251,0.247754092000011,0.0279253144019352,0.0279253144019352
119,252,253,2,252,0.2487362849976199,0.0275211847126674,0.0291501252142716
120,254,255,2,255,0.2516799433062878,0.0281312395003184,0.0281312395003184
121,256,257,2,256,0.2526610508386046,0.0276600055139968,0.0290306785306445
122,258,260,3,260,0.2565839930102326,0.0275412459564198,0.0275412459564198
123,261,262,2,262,0.2585452269931328,0.0282991468028121,0.0282991468028121
124,263,264,2,264,0.2605062437457311,0.0273514717243693,0.0273514717243693
125,265,266,2,266,0.2624671175126873,0.0281188391682819,0.0281188391682819
126,267,268,2,268,0.2644277179366758,0.0271760762725998,0.0271760762725998
127,269,270,2,270,0.2663881521303931,0.0279490561118109,0.0279490561118109
128,271,272,2,272,0.2683482949362528,0.0270107125761436,0.0270107125761436
129,273,274,2,274,0.2703082805069646,0.0277770297410238,0.0277770297410238
130,275,276,2,276,0.2722679843518094,0.0268447557533491,0.0268447557533491
131,277,278,2,278,0.2742275337838676,0.0276050637591573,0.0276050637591573
132,279,281,3,280,0.2761868066917121,0.0266791461617172,0.0279453119288371
133,282,283,2,283,0.2791251440013121,0.0269682950422849,0.0269682950422849
134,284,285,2,284,0.280104763721497,0.0265159833174261,0.0277749905445266
135,286,287,2,287,0.2830424501353049,0.0268044840188482,0.0268044840188482
136,288,289,2,288,0.2840218564151963,0.0263551563228417,0.0276064437125621
137,290,291,2,291,0.2869588953611677,0.0266425599892873,0.0266425599892873
138,292,293,2,292,0.2879380895862983,0.0261962862019754,0.0274398000975829
139,294,295,2,295,0.2908744848908171,0.0264826016389398,0.0264826016389398
140,296,297,2,296,0.2918534682278864,0.0260394271513368,0.0272751511817963
141,298,299,2,299,0.2947892232243889,0.026324698076493,0.026324698076493
142,300,301,2,300,0.2957679966934398,0.0258846630839679,0.0271124556917542
143,302,304,3,304,0.2996816794740422,0.0257319786334562,0.0257319786334562
144,305,306,2,306,0.3016382318769448,0.0264620990520491,0.0264620990520491
145,307,308,2,308,0.3035945212905497,0.0255813358153618,0.0255813358153618
146,309,310,2,310,0.3055506544877928,0.0263067062197266,0.0263067062197266
147,311,312,2,312,0.3075065268634496,0.0254327492411701,0.0254327492411701
148,313,314,2,314,0.3094622432237127,0.0261532773694212,0.0261532773694212
149,315,316,2,316,0.3114177009153832,0.0252862179714525,0.0252862179714525
150,317,318,2,318,0.3133730028228946,0.0260018009386706,0.0260018009386706
151,319,320,2,320,0.3153280482122273,0.0251417325610219,0.0251417325610219
